ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,neg_log10_adjP,DEG_status
209621_s_at,5.91e-22,2.14e-24,-13.7977625,45.0198994,-1.937831,PDLIM3,PDZ and LIM domain 3,21.2284125191187,Down
37408_at,6.44e-22,2.34e-24,13.7781936,44.9307507,2.00327843,MRC2,mannose receptor C type 2,21.1911141326402,Up
229893_at,6.740000000000001e-22,2.47e-24,13.7671112,44.8802433,2.62335371,FRMD3,FERM domain containing 3,21.1713401034647,Up
222173_s_at,7.55e-22,2.7899999999999998e-24,13.7405732,44.759239,1.34991263,TBC1D2,TBC1 domain family member 2,21.1220530483708,Up
204633_s_at,7.77e-22,2.88e-24,-13.7332293,44.7257389,-1.43790398,RPS6KA5,ribosomal protein S6 kinase A5,21.1095789811991,Down
203510_at,7.95e-22,2.97e-24,13.7271462,44.6979852,2.1436749,MET,"MET proto-oncogene, receptor tyrosine kinase",21.0996328713435,Up
229476_s_at,8.1500000000000005e-22,3.0599999999999998e-24,13.7206721,44.6684424,3.5151753,THRSP,thyroid hormone responsive,21.08884239126,Up
200660_at,8.59e-22,3.24e-24,13.7083581,44.6122381,1.28693198,S100A11,S100 calcium binding protein A11,21.0660068361688,Up
215243_s_at,9.25e-22,3.5e-24,13.6912307,44.5340343,1.47256517,GJB3,gap junction protein beta 3,21.033858267261,Up
244675_at,9.62e-22,3.66e-24,-13.6816246,44.4901576,-2.84177469,RGS8,regulator of G-protein signaling 8,21.0168249279622,Down
205117_at,1.05e-21,4.02e-24,13.6611764,44.3967232,1.37294125,FGF1,fibroblast growth factor 1,20.9788107009301,Up
209227_at,1.08e-21,4.13e-24,13.6554181,44.3704028,2.42924146,TUSC3,tumor suppressor candidate 3,20.966576244513,Up
235849_at,1.1e-21,4.25e-24,-13.6492062,44.3420049,-1.78862957,SCARA5,scavenger receptor class A member 5,20.9586073148418,Down
228568_at,1.1100000000000001e-21,4.2999999999999996e-24,-13.6466103,44.3301363,-1.08202303,MYZAP,myocardial zonula adherens protein,20.9546770212133,Down
205481_at,1.16e-21,4.54e-24,13.6349706,44.276909,1.96045874,ADORA1,adenosine A1 receptor,20.9355420107731,Up
232676_x_at,1.16e-21,4.5e-24,13.6369216,44.2858318,1.76432766,MYEF2,myelin expression factor 2,20.9355420107731,Up
209270_at,1.19e-21,4.7e-24,13.6276323,44.2433437,2.90883547,LAMB3,laminin subunit beta 3,20.9244530386075,Up
225520_at,1.2e-21,4.7499999999999994e-24,13.6251251,44.2318742,1.19550658,LOC101928195///LOC100996643///MTHFD1L,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",20.9208187539524,Up
203355_s_at,1.24e-21,4.91e-24,13.6181623,44.2000183,2.28151733,PSD3,pleckstrin and Sec7 domain containing 3,20.9065783148378,Up
228107_at,1.2500000000000001e-21,5e-24,-13.6143636,44.1826367,-1.92270088,C8orf88,chromosome 8 open reading frame 88,20.9030899869919,Down
227070_at,1.29e-21,5.1899999999999996e-24,-13.6062075,44.1453107,-2.34657986,GLT8D2,glycosyltransferase 8 domain containing 2,20.8894102897008,Down
213109_at,1.29e-21,5.15e-24,13.6077519,44.1523791,1.51883627,TNIK,TRAF2 and NCK interacting kinase,20.8894102897008,Up
208949_s_at,1.35e-21,5.4699999999999996e-24,13.594784,44.0930186,1.73342745,LGALS3,"lectin, galactoside binding soluble 3",20.869666231505,Up
203684_s_at,1.4e-21,5.67e-24,-13.586988,44.0573231,-1.20059029,BCL2,"BCL2, apoptosis regulator",20.8538719643218,Down
205876_at,1.5600000000000002e-21,6.37e-24,-13.5619744,43.9427461,-2.0369277,LIFR,leukemia inhibitory factor receptor alpha,20.8068754016455,Down
224762_at,1.75e-21,7.16e-24,13.5366118,43.8264962,1.34054478,SERINC2,serine incorporator 2,20.7569619513137,Up
241017_at,1.7700000000000003e-21,7.299999999999999e-24,-13.5324762,43.8075336,-1.73146153,TBC1D8///RPL31,TBC1 domain family member 8///ribosomal protein L31,20.7520267336382,Down
222056_s_at,1.7700000000000003e-21,7.32e-24,-13.5318245,43.8045454,-1.17583104,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,20.7520267336382,Down
202180_s_at,1.79e-21,7.509999999999999e-24,13.5263444,43.7794145,1.51641984,MVP,major vault protein,20.7471469690201,Up
219310_at,1.79e-21,7.45e-24,-13.5281668,43.7877719,-1.49313308,SYNDIG1,synapse differentiation inducing 1,20.7471469690201,Down
205985_x_at,1.79e-21,7.48e-24,-13.5272976,43.783786,-1.45857269,CLCNKB,chloride voltage-gated channel Kb,20.7471469690201,Down
222294_s_at,1.82e-21,7.639999999999999e-24,13.522715,43.7627688,1.63466174,RAB27A,"RAB27A, member RAS oncogene family",20.7399286120149,Up
211494_s_at,1.89e-21,8.01e-24,-13.5124795,43.715817,-2.27202876,SLC4A4,solute carrier family 4 member 4,20.7235381958268,Down
226364_at,1.89e-21,8.02e-24,13.5121698,43.7143963,1.80614249,HIP1,huntingtin interacting protein 1,20.7235381958268,Up
204513_s_at,1.98e-21,8.43e-24,-13.501466,43.6652829,-2.03472172,ELMO1,engulfment and cell motility 1,20.7033348097385,Down
222240_s_at,1.9900000000000003e-21,8.52e-24,13.4992099,43.6549291,1.19853302,ISYNA1,inositol-3-phosphate synthase 1,20.7011469235903,Up
205574_x_at,2.04e-21,8.769999999999999e-24,13.4929321,43.6261164,1.01875856,BMP1,bone morphogenetic protein 1,20.6903698325741,Up
205174_s_at,2.14e-21,9.24e-24,13.4816935,43.5745242,3.01879206,QPCT,glutaminyl-peptide cyclotransferase,20.6695862266508,Up
208712_at,2.2100000000000003e-21,9.6e-24,13.4735791,43.5372646,1.41542172,CCND1,cyclin D1,20.6556077263149,Up
208609_s_at,2.23e-21,9.69e-24,-13.4715267,43.5278397,-1.16271364,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),20.6516951369518,Down
226279_at,2.2400000000000003e-21,9.799999999999999e-24,13.4690521,43.5164745,2.45149442,PRSS23,"protease, serine 23",20.6497519816658,Up
1553589_a_at,2.3e-21,1.0099999999999999e-23,13.4617698,43.4830262,3.1989282,PDZK1IP1,PDZK1 interacting protein 1,20.6382721639824,Up
219527_at,2.3e-21,1.0099999999999999e-23,-13.4624881,43.4863254,-1.25948992,MARC2,mitochondrial amidoxime reducing component 2,20.6382721639824,Down
201749_at,2.3e-21,1.0199999999999999e-23,13.4607651,43.478411,1.08306925,ECE1,endothelin converting enzyme 1,20.6382721639824,Up
222953_at,2.32e-21,1.03e-23,-13.4581507,43.4664009,-2.25194458,GPR83,G protein-coupled receptor 83,20.6345120151091,Down
207047_s_at,2.32e-21,1.03e-23,-13.4576358,43.4640354,-1.76545916,CLCNKB///CLCNKA,chloride voltage-gated channel Kb///chloride voltage-gated channel Ka,20.6345120151091,Down
209360_s_at,2.39e-21,1.0699999999999998e-23,13.4497244,43.4276866,2.13512224,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,20.6216020990519,Up
218541_s_at,3.0200000000000004e-21,1.36e-23,13.3979187,43.1894895,2.86821731,C8orf4,chromosome 8 open reading frame 4,20.5199930570428,Up
228776_at,3.0200000000000004e-21,1.36e-23,13.3986741,43.1929649,2.05078529,GJC1,gap junction protein gamma 1,20.5199930570428,Up
214104_at,3.1300000000000002e-21,1.42e-23,13.3891297,43.1490487,1.20004223,GPR161,G protein-coupled receptor 161,20.5044556624536,Up
205076_s_at,3.3400000000000004e-21,1.5199999999999998e-23,13.3746531,43.082418,1.60378977,MTMR11,myotubularin related protein 11,20.4762535331884,Up
211898_s_at,3.45e-21,1.5799999999999998e-23,-13.3670014,43.0471902,-1.27228256,EPHB1,EPH receptor B1,20.4621809049267,Down
209469_at,3.7400000000000005e-21,1.7199999999999998e-23,-13.3485129,42.9620434,-3.19916973,GPM6A,glycoprotein M6A,20.4271283977995,Down
213068_at,3.8600000000000005e-21,1.7799999999999998e-23,-13.3410767,42.9277859,-3.02779774,DPT,dermatopontin,20.4134126953282,Down
227174_at,4.1e-21,1.9e-23,-13.3264835,42.8605393,-2.57189514,WDR72,WD repeat domain 72,20.3872161432803,Down
229168_at,4.1e-21,1.9099999999999998e-23,-13.3261583,42.8590407,-1.99132347,COL23A1,collagen type XXIII alpha 1 chain,20.3872161432803,Down
228579_at,4.3600000000000006e-21,2.0399999999999998e-23,13.3115949,42.7919069,1.63014192,KCNQ3,potassium voltage-gated channel subfamily Q member 3,20.3605135107314,Up
228067_at,4.3600000000000006e-21,2.0399999999999998e-23,13.3119294,42.7934492,1.17634556,KIAA1211L,KIAA1211 like,20.3605135107314,Up
1554748_at,4.65e-21,2.1799999999999999e-23,-13.2970208,42.7246997,-2.12273235,CLCNKB,chloride voltage-gated channel Kb,20.33254704711,Down
206806_at,4.6900000000000004e-21,2.2199999999999997e-23,-13.2939357,42.7104698,-2.88549723,DGKI,diacylglycerol kinase iota,20.3288271572849,Down
221636_s_at,4.72e-21,2.2399999999999998e-23,-13.2917871,42.7005591,-1.10167774,MARC2,mitochondrial amidoxime reducing component 2,20.3260580013659,Down
218309_at,5.040000000000001e-21,2.4e-23,13.2764264,42.6296901,2.65195997,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,20.2975694635545,Up
228667_at,5.040000000000001e-21,2.4199999999999998e-23,-13.2745405,42.6209875,-1.64391595,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,20.2975694635545,Down
206085_s_at,5.040000000000001e-21,2.4199999999999998e-23,-13.2753551,42.6247464,-1.48160882,CTH,cystathionine gamma-lyase,20.2975694635545,Down
214798_at,5.040000000000001e-21,2.4099999999999997e-23,-13.2754686,42.6252702,-1.33590465,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,20.2975694635545,Down
235210_s_at,5.2400000000000006e-21,2.5299999999999997e-23,-13.2653655,42.5786424,-1.58045448,SBSPON,somatomedin B and thrombospondin type 1 domain containing,20.2806687130163,Down
210605_s_at,5.3e-21,2.5699999999999998e-23,13.2620718,42.5634388,1.73890215,MFGE8,milk fat globule-EGF factor 8 protein,20.2757241303992,Up
219945_at,5.4e-21,2.6299999999999998e-23,-13.2573336,42.5415657,-1.74102698,DDX25,DEAD-box helicase 25,20.267606240177,Down
1559871_s_at,5.540000000000001e-21,2.71e-23,-13.250986,42.5122585,-1.79144942,LOC100129129,uncharacterized LOC100129129,20.2564902352716,Down
203549_s_at,5.72e-21,2.82e-23,13.2425542,42.4733216,2.75359031,LPL,lipoprotein lipase,20.242603971207,Up
203409_at,5.72e-21,2.81e-23,13.2431265,42.4759649,1.36267073,DDB2,damage specific DNA binding protein 2,20.242603971207,Up
216333_x_at,5.9e-21,2.9099999999999996e-23,-13.2353033,42.4398321,-1.43919242,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),20.2291479883579,Down
229242_at,6.360000000000001e-21,3.1599999999999996e-23,13.2176983,42.3584952,1.92950358,TNFSF15,tumor necrosis factor superfamily member 15,20.1965428843516,Up
205538_at,6.670000000000001e-21,3.33e-23,13.2064904,42.3066958,1.26826069,CORO2A,coronin 2A,20.1758741660834,Up
227719_at,6.6900000000000006e-21,3.35e-23,-13.205301,42.3011982,-1.81614321,SMAD9,SMAD family member 9,20.1745738822322,Down
203779_s_at,7.030000000000001e-21,3.5399999999999995e-23,13.1936628,42.2473934,2.0740107,MPZL2,myelin protein zero like 2,20.1530446749802,Up
218504_at,7.240000000000001e-21,3.6599999999999995e-23,-13.1866577,42.2150011,-1.26391689,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,20.1402614338029,Down
242945_at,7.54e-21,3.8199999999999996e-23,13.1772203,42.1713527,2.64568963,FAM20A,family with sequence similarity 20 member A,20.1226286541302,Up
210261_at,7.68e-21,3.9099999999999994e-23,-13.1725447,42.1497242,-1.65058251,KCNK2,potassium two pore domain channel subfamily K member 2,20.1146387799685,Down
235766_x_at,7.82e-21,3.99e-23,13.1678505,42.1280075,1.60206529,RAB27A,"RAB27A, member RAS oncogene family",20.1067932469402,Up
205498_at,8.11e-21,4.1699999999999994e-23,-13.158574,42.0850842,-1.98877658,GHR,growth hormone receptor,20.0909791457888,Down
204635_at,8.73e-21,4.52e-23,-13.1414855,42.0059888,-1.23107406,RPS6KA5,ribosomal protein S6 kinase A5,20.0589857562944,Down
211668_s_at,8.860000000000001e-21,4.6e-23,13.1375939,41.9879721,3.48888367,PLAU,"plasminogen activator, urokinase",20.0525662781129,Up
211596_s_at,8.95e-21,4.6699999999999993e-23,-13.134561,41.9739293,-1.21031401,LRIG1,leucine rich repeats and immunoglobulin like domains 1,20.0481769646841,Down
225728_at,8.980000000000001e-21,4.7e-23,-13.1330591,41.9669751,-1.75101543,SORBS2,sorbin and SH3 domain containing 2,20.0467236633327,Down
220203_at,9.790000000000001e-21,5.1399999999999997e-23,-13.1139096,41.8782845,-2.14979561,BMP8A,bone morphogenetic protein 8a,20.0092173081969,Down
226237_at,9.790000000000001e-21,5.16e-23,13.1131718,41.8748669,1.52884372,COL8A1,collagen type VIII alpha 1 chain,20.0092173081969,Up
38671_at,1.18e-20,6.259999999999999e-23,13.0717983,41.6831064,1.05527123,PLXND1,plexin D1,19.9281179926939,Up
221030_s_at,1.26e-20,6.709999999999999e-23,-13.0571532,41.6151837,-1.56337402,ARHGAP24,Rho GTPase activating protein 24,19.8996294548824,Down
227642_at,1.28e-20,6.87e-23,-13.0521144,41.5918087,-2.80709894,TFCP2L1,transcription factor CP2-like 1,19.8927900303521,Down
203908_at,1.3e-20,7.009999999999999e-23,-13.0478397,41.571976,-3.01518934,SLC4A4,solute carrier family 4 member 4,19.8860566476932,Down
208711_s_at,1.32e-20,7.13e-23,13.0441108,41.5546741,1.70862555,CCND1,cyclin D1,19.8794260687941,Up
218086_at,1.34e-20,7.229999999999999e-23,13.0411596,41.5409801,1.21416842,NPDC1,"neural proliferation, differentiation and control 1",19.8728952016352,Up
218843_at,1.34e-20,7.26e-23,13.040102,41.5360721,1.19572663,FNDC4,fibronectin type III domain containing 4,19.8728952016352,Up
218847_at,1.38e-20,7.55e-23,13.0318464,41.4977576,1.60764659,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,19.8601209135988,Up
207220_at,1.38e-20,7.509999999999999e-23,-13.0329424,41.5028445,-1.12740442,ART4,ADP-ribosyltransferase 4 (Dombrock blood group),19.8601209135988,Down
223582_at,1.4e-20,7.669999999999999e-23,-13.0285368,41.4823958,-1.49721963,ADGRV1,adhesion G protein-coupled receptor V1,19.8538719643218,Down
213679_at,1.42e-20,7.819999999999999e-23,-13.0243618,41.4630152,-1.61473295,TTC30A,tetratricopeptide repeat domain 30A,19.8477116556169,Down
227657_at,1.44e-20,7.949999999999999e-23,-13.0208967,41.4469288,-1.82214114,RNF150,ring finger protein 150,19.8416375079047,Down
222483_at,1.5e-20,8.329999999999999e-23,13.0109987,41.4009705,1.57475935,EFHD2,EF-hand domain family member D2,19.8239087409443,Up
211215_x_at,1.51e-20,8.379999999999999e-23,-13.0096866,41.3948771,-1.24629935,DIO2,"deiodinase, iodothyronine, type II",19.8210230527068,Down
204783_at,1.58e-20,8.809999999999999e-23,-12.9989371,41.3449519,-1.73294862,MLF1,myeloid leukemia factor 1,19.8013429130456,Down
235228_at,1.66e-20,9.28e-23,-12.9879107,41.2937276,-1.56590105,CCDC85A,coiled-coil domain containing 85A,19.7798919119599,Down
210473_s_at,1.68e-20,9.439999999999999e-23,-12.984272,41.2768205,-1.516014,ADGRA3,adhesion G protein-coupled receptor A3,19.7746907182741,Down
206093_x_at,1.69e-20,9.5e-23,-12.982917,41.2705246,-1.3759266,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene),19.7721132953863,Down
205221_at,1.83e-20,1.0300000000000001e-22,-12.9654233,41.1892196,-2.39305719,HGD,"homogentisate 1,2-dioxygenase",19.7375489102696,Down
1554749_s_at,1.92e-20,1.09e-22,-12.9529065,41.1310253,-1.1279643,CLCNKB,chloride voltage-gated channel Kb,19.7166987712964,Down
233814_at,2.01e-20,1.14e-22,-12.9433862,41.0867513,-1.54567448,EFNA5,ephrin A5,19.6968039425795,Down
203180_at,2.03e-20,1.16e-22,12.9401808,41.0718425,2.6880971,ALDH1A3,aldehyde dehydrogenase 1 family member A3,19.6925039620868,Up
205578_at,2.1e-20,1.2e-22,-12.9325036,41.0361303,-1.76653119,ROR2,receptor tyrosine kinase like orphan receptor 2,19.6777807052661,Down
1555270_a_at,2.1e-20,1.21e-22,-12.9314506,41.0312313,-1.31110385,WFS1,wolframin ER transmembrane glycoprotein,19.6777807052661,Down
202458_at,2.16e-20,1.2500000000000001e-22,12.9248131,41.0003496,2.19467072,PRSS23,"protease, serine 23",19.6655462488491,Up
1569582_at,2.36e-20,1.37e-22,-12.9055696,40.9107906,-2.32257243,AADACP1,arylacetamide deacetylase pseudogene 1,19.6270879970299,Down
227417_at,2.56e-20,1.49e-22,-12.8877076,40.827626,-1.40906517,MARC2,mitochondrial amidoxime reducing component 2,19.5917600346881,Down
227036_at,2.61e-20,1.52e-22,12.883017,40.805781,1.02231854,RASAL2,RAS protein activator like 2,19.5833594926617,Up
219331_s_at,2.62e-20,1.5400000000000001e-22,12.880823,40.7955622,2.42114518,KLHDC8A,kelch domain containing 8A,19.5816987086803,Up
207789_s_at,2.63e-20,1.5400000000000001e-22,-12.8798589,40.791072,-2.30623273,DPP6,dipeptidyl peptidase like 6,19.5800442515102,Down
201105_at,2.71e-20,1.6000000000000002e-22,12.8724007,40.7563306,1.61807665,LGALS1,galectin 1,19.5670307091256,Up
243357_at,2.71e-20,1.6000000000000002e-22,-12.8725372,40.7569665,-1.18555194,NEGR1,neuronal growth regulator 1,19.5670307091256,Down
236640_at,3.1e-20,1.83e-22,12.843118,40.6198707,2.00393176,LOC100507165,uncharacterized LOC100507165,19.5086383061657,Up
203548_s_at,3.25e-20,1.9300000000000001e-22,12.8318283,40.567236,3.00245125,LPL,lipoprotein lipase,19.4881166390211,Up
238835_at,3.25e-20,1.94e-22,-12.8314453,40.5654502,-2.53627102,AVPR1A,arginine vasopressin receptor 1A,19.4881166390211,Down
231334_at,3.29e-20,1.97e-22,-12.8284638,40.5515476,-2.03216011,LOC101929480,uncharacterized LOC101929480,19.48280410205,Down
242517_at,3.34e-20,2.02e-22,12.8225493,40.5239651,1.83049121,KISS1R,KISS1 receptor,19.4762535331884,Up
236926_at,3.34e-20,2.01e-22,-12.8235931,40.5288334,-1.04651524,TBX1,T-box 1,19.4762535331884,Down
1559870_at,3.34e-20,2.02e-22,-12.8221833,40.5222584,-1.01902424,LOC100129129,uncharacterized LOC100129129,19.4762535331884,Down
212611_at,3.41e-20,2.07e-22,12.8174699,40.5002746,2.12034399,DTX4,deltex E3 ubiquitin ligase 4,19.4672456210075,Up
203348_s_at,3.62e-20,2.21e-22,12.8039219,40.437073,1.710597,ETV5,ETS variant 5,19.4412914294668,Up
224701_at,3.69e-20,2.26e-22,12.7992834,40.41543,1.29515712,PARP14,poly(ADP-ribose) polymerase family member 14,19.4329736338409,Up
218182_s_at,3.74e-20,2.29e-22,12.7962448,40.4012503,3.10236943,CLDN1,claudin 1,19.4271283977995,Up
210753_s_at,3.89e-20,2.39e-22,-12.7870089,40.3581462,-1.5937968,EPHB1,EPH receptor B1,19.4100503986743,Down
205640_at,4.01e-20,2.47e-22,12.7798976,40.3249517,1.26660639,ALDH3B1,aldehyde dehydrogenase 3 family member B1,19.3968556273798,Up
231513_at,4.1e-20,2.54e-22,12.773824,40.2965969,3.76617727,,,19.3872161432803,Up
219157_at,4.1e-20,2.54e-22,12.7744174,40.2993671,1.01450064,KLHL2,kelch like family member 2,19.3872161432803,Up
213135_at,4.15e-20,2.58e-22,12.7710359,40.2835793,2.50218636,TIAM1,T-cell lymphoma invasion and metastasis 1,19.3819519032879,Up
204784_s_at,4.17e-20,2.6e-22,-12.7692008,40.2750104,-1.37352907,MLF1,myeloid leukemia factor 1,19.3798639450262,Down
221185_s_at,4.34e-20,2.72e-22,-12.7599731,40.2319186,-1.33988949,IQCG,IQ motif containing G,19.3625102704875,Down
220204_s_at,4.41e-20,2.77e-22,-12.7559564,40.2131587,-1.96258895,BMP8A,bone morphogenetic protein 8a,19.3555614105322,Down
219877_at,4.47e-20,2.8200000000000003e-22,-12.7523795,40.1964514,-2.34686855,ZMAT4,zinc finger matrin-type 4,19.3496924768681,Down
238727_at,4.64e-20,2.94e-22,-12.7432619,40.1538574,-2.62102331,LOC440934,uncharacterized LOC440934,19.3334820194451,Down
241470_x_at,4.64e-20,2.93e-22,-12.7439378,40.1570155,-1.8143479,RASSF9,Ras association domain family member 9,19.3334820194451,Down
209641_s_at,4.73e-20,3e-22,12.7386651,40.1323801,1.71257557,ABCC3,ATP binding cassette subfamily C member 3,19.3251388592622,Up
203216_s_at,4.82e-20,3.0800000000000003e-22,12.7330397,40.1060935,1.01704006,MYO6,myosin VI,19.3169529617611,Up
242269_at,4.94e-20,3.18e-22,-12.7265776,40.0758935,-1.27364307,LINC00982,long intergenic non-protein coding RNA 982,19.3062730510764,Down
210342_s_at,4.97e-20,3.21e-22,-12.7248501,40.0678193,-3.18657193,TPO,thyroid peroxidase,19.3036436112667,Down
227143_s_at,5e-20,3.24e-22,12.7226446,40.0575107,1.67145196,BID,BH3 interacting domain death agonist,19.301029995664,Up
227771_at,5.03e-20,3.27e-22,-12.7207986,40.048882,-1.73881966,LIFR,leukemia inhibitory factor receptor alpha,19.2984320149441,Down
203221_at,5.09e-20,3.32e-22,-12.7176955,40.0343765,-1.28502056,TLE1,transducin like enhancer of split 1,19.2932822176632,Down
205236_x_at,5.22e-20,3.42e-22,-12.71138,40.0048511,-1.58809759,SOD3,"superoxide dismutase 3, extracellular",19.2823294969977,Down
205051_s_at,5.31e-20,3.49e-22,-12.7069105,39.9839539,-2.85368532,KIT,KIT proto-oncogene receptor tyrosine kinase,19.2749054789185,Down
229372_at,5.5e-20,3.62e-22,12.6989179,39.9465788,1.9664956,GOLT1A,golgi transport 1A,19.2596373105058,Up
214308_s_at,5.57e-20,3.68e-22,-12.6957906,39.931953,-2.14860171,HGD,"homogentisate 1,2-dioxygenase",19.2541448048263,Down
