ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0060541	respiratory system development	8/74	214/18870	0.00000190344958937913	0.0000148811058914345	0.00000575037402390511	COL3A1/CYP1A2/MAPK1/MAPK3/NOS3/PGR/SHH/TNF	8
BP	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	9/74	290/18870	0.00000194794384660669	0.0000151930431620951	0.00000587091318217607	AKT1/BECN1/DDIT3/FN1/GPX1/MTOR/PIK3R1/TGFB1/TNF	9
BP	GO:0051155	positive regulation of striated muscle cell differentiation	5/74	53/18870	0.00000200390590292889	0.0000155927454611432	0.00000602536660348155	BCL2/MAPK14/MTOR/SHH/TGFB1	5
BP	GO:0044706	multi-multicellular organism process	8/74	216/18870	0.00000204028470433998	0.0000158385481625641	0.00000612034996557633	AKT1/BCL2/ESR1/IL1B/MMP2/PGR/PTGS2/SOD1	8
BP	GO:0061912	selective autophagy	6/74	96/18870	0.00000207519490884839	0.0000160718256757884	0.00000621049333006766	BECN1/MAPK3/MFN2/SQSTM1/TGFB1/TP53	6
BP	GO:0010821	regulation of mitochondrion organization	7/74	152/18870	0.00000219441489180376	0.0000168810013134572	0.00000652317590900866	AKT1/BAX/GPX1/HIF1A/MAPK8/SQSTM1/TP53	7
BP	GO:0050729	positive regulation of inflammatory response	7/74	152/18870	0.00000219441489180376	0.0000168810013134572	0.00000652317590900866	IL1B/IL6/PTGS2/RIPK1/TGFB1/TLR9/TNF	7
BP	GO:0002757	immune response-activating signaling pathway	11/74	473/18870	0.00000220043444351666	0.0000168810013134572	0.00000652317590900866	BAX/BCL2/ESR1/MAPK1/MAPK8/NFKB1/PIK3R1/RELA/TLR9/TNF/TNFAIP3	11
BP	GO:0042743	hydrogen peroxide metabolic process	5/74	54/18870	0.00000220166908602365	0.0000168810013134572	0.00000652317590900866	CAT/CYP1A2/GPX1/SOD1/SOD2	5
BP	GO:0051153	regulation of striated muscle cell differentiation	6/74	97/18870	0.00000220519884106849	0.0000168810013134572	0.00000652317590900866	BCL2/HDAC4/MAPK14/MTOR/SHH/TGFB1	6
BP	GO:0010632	regulation of epithelial cell migration	9/74	295/18870	0.00000224156926293672	0.000017119791114392	0.00000661544933804588	AKT1/HIF1A/HMOX1/MTOR/NFE2L2/NOS3/PTGS2/TGFB1/TNF	9
BP	GO:0051054	positive regulation of DNA metabolic process	9/74	298/18870	0.00000243545888939982	0.0000185577478047124	0.00000717110621327038	AKT1/BAX/H2AX/IL6/MAPK1/MAPK3/MYC/TGFB1/TNF	9
BP	GO:0045649	regulation of macrophage differentiation	4/74	25/18870	0.00000258938482003806	0.0000195504465750362	0.000007554706011839	CASP8/FADD/RIPK1/TGFB1	4
BP	GO:0071450	cellular response to oxygen radical	4/74	25/18870	0.00000258938482003806	0.0000195504465750362	0.000007554706011839	NFE2L2/NOS3/SOD1/SOD2	4
BP	GO:0071451	cellular response to superoxide	4/74	25/18870	0.00000258938482003806	0.0000195504465750362	0.000007554706011839	NFE2L2/NOS3/SOD1/SOD2	4
BP	GO:1902894	negative regulation of miRNA transcription	4/74	25/18870	0.00000258938482003806	0.0000195504465750362	0.000007554706011839	ESR1/HIF1A/RELA/TGFB1	4
BP	GO:0010950	positive regulation of endopeptidase activity	7/74	156/18870	0.00000260894869653819	0.0000196532877891841	0.00000759444603188434	BAX/CASP8/CASP9/CYCS/FADD/MYC/TNF	7
BP	GO:0001541	ovarian follicle development	5/74	56/18870	0.00000264311976003307	0.000019865447832794	0.00000767642915952188	BAX/BCL2/ESR1/MMP2/SOD1	5
BP	GO:0033157	regulation of intracellular protein transport	8/74	226/18870	0.00000285713820103054	0.0000214252971220136	0.00000827918791276065	CDH1/IL1B/MAPK14/MAPK8/PIK3R1/PTGS2/SHH/TGFB1	8
BP	GO:0051146	striated muscle cell differentiation	9/74	305/18870	0.00000294495103127304	0.0000220338304534388	0.00000851433806136098	AKT1/BCL2/CASP3/GPX1/HDAC4/MAPK14/MTOR/SHH/TGFB1	9
BP	GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	4/74	26/18870	0.00000305111395355742	0.0000226742333582346	0.00000876180328709333	BCL2/IL6/MTOR/SHH	4
BP	GO:0044346	fibroblast apoptotic process	4/74	26/18870	0.00000305111395355742	0.0000226742333582346	0.00000876180328709333	CASP3/CASP9/MYC/TP53	4
BP	GO:2000629	negative regulation of miRNA metabolic process	4/74	26/18870	0.00000305111395355742	0.0000226742333582346	0.00000876180328709333	ESR1/HIF1A/RELA/TGFB1	4
BP	GO:0006749	glutathione metabolic process	5/74	58/18870	0.00000315133795505488	0.0000233665350165168	0.00000902932328873406	GPX1/GPX4/NFE2L2/SOD1/SOD2	5
BP	GO:0033138	positive regulation of peptidyl-serine phosphorylation	6/74	104/18870	0.00000331375473662953	0.0000244611315045399	0.00000945229852036713	AKT1/BCL2/IL6/PTGS2/TGFB1/TNF	6
BP	GO:0042100	B cell proliferation	6/74	104/18870	0.00000331375473662953	0.0000244611315045399	0.00000945229852036713	BAX/BCL2/CASP3/CDKN1A/IL10/TLR9	6
BP	GO:0051147	regulation of muscle cell differentiation	7/74	162/18870	0.00000335212137986246	0.0000246892325238422	0.00000954044157813394	BCL2/HDAC4/MAPK14/MTOR/SHH/SOD2/TGFB1	7
BP	GO:0010594	regulation of endothelial cell migration	8/74	231/18870	0.00000336029371515097	0.0000246944251466762	0.00000954244811741119	AKT1/HIF1A/HMOX1/NFE2L2/NOS3/PTGS2/TGFB1/TNF	8
BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	5/74	59/18870	0.0000034326582998395	0.0000251702904602422	0.0000097263325382312	COL1A1/IL1B/IL6/MTOR/TGFB1	5
BP	GO:0043524	negative regulation of neuron apoptotic process	7/74	163/18870	0.00000349166013070776	0.0000255462833014393	0.00000987162412361252	BAX/BCL2/CCL2/HIF1A/IL10/SOD1/SOD2	7
BP	GO:0016049	cell growth	11/74	497/18870	0.00000354069233809872	0.000025812972840087	0.0000099746786013291	AKT1/BCL2/CDH1/CDKN1A/CDKN2A/ESR2/FN1/MTOR/SGK1/TGFB1/TP53	11
BP	GO:0052547	regulation of peptidase activity	9/74	312/18870	0.0000035437223070455	0.000025812972840087	0.0000099746786013291	AKT1/BAX/CASP8/CASP9/CYCS/FADD/GPX1/MYC/TNF	9
BP	GO:0071480	cellular response to gamma radiation	4/74	27/18870	0.0000035711297158575	0.0000259554416930566	0.0000100297315790654	CDKN1A/H2AX/KDM1A/TP53	4
BP	GO:0001822	kidney development	9/74	314/18870	0.00000373293761870737	0.0000269566087277658	0.0000104166036940804	ACTA2/BAX/BCL2/CASP9/CAT/CXCR2/FADD/MYC/SHH	9
BP	GO:0002763	positive regulation of myeloid leukocyte differentiation	5/74	60/18870	0.00000373333135691465	0.0000269566087277658	0.0000104166036940804	CASP8/FADD/RIPK1/TGFB1/TNF	5
BP	GO:0046324	regulation of glucose import	5/74	60/18870	0.00000373333135691465	0.0000269566087277658	0.0000104166036940804	AKT1/MAPK14/NFE2L2/PIK3R1/TNF	5
BP	GO:0002764	immune response-regulating signaling pathway	11/74	500/18870	0.00000375047674102855	0.000027021408676648	0.0000104416437647258	BAX/BCL2/ESR1/MAPK1/MAPK8/NFKB1/PIK3R1/RELA/TLR9/TNF/TNFAIP3	11
BP	GO:0043588	skin development	9/74	317/18870	0.00000403304193898923	0.0000289580299987601	0.0000111899951994954	BCL2/CASP3/CDKN1A/COL1A1/COL3A1/IL1A/RELA/SHH/TNF	9
BP	GO:0045599	negative regulation of fat cell differentiation	5/74	61/18870	0.000004054299331547	0.0000289580299987601	0.0000111899951994954	DDIT3/IL6/SOD2/TGFB1/TNF	5
BP	GO:1905517	macrophage migration	5/74	61/18870	0.000004054299331547	0.0000289580299987601	0.0000111899951994954	CCL2/CYP19A1/MAPK1/MAPK3/MMP2	5
BP	GO:2000351	regulation of endothelial cell apoptotic process	5/74	61/18870	0.000004054299331547	0.0000289580299987601	0.0000111899951994954	CCL2/NFE2L2/TGFB1/TNF/TNFAIP3	5
BP	GO:0000303	response to superoxide	4/74	28/18870	0.00000415397416174548	0.0000294158298777137	0.0000113668987543311	NFE2L2/NOS3/SOD1/SOD2	4
BP	GO:0002675	positive regulation of acute inflammatory response	4/74	28/18870	0.00000415397416174548	0.0000294158298777137	0.0000113668987543311	IL1B/IL6/PTGS2/TNF	4
BP	GO:0060964	regulation of miRNA-mediated gene silencing	4/74	28/18870	0.00000415397416174548	0.0000294158298777137	0.0000113668987543311	IL6/RIPK1/TGFB1/TP53	4
BP	GO:2000108	positive regulation of leukocyte apoptotic process	4/74	28/18870	0.00000415397416174548	0.0000294158298777137	0.0000113668987543311	BAX/CDKN2A/IL10/TP53	4
BP	GO:0031348	negative regulation of defense response	9/74	321/18870	0.0000044653040288689	0.0000315529068877553	0.0000121927105061783	AKT1/CYP19A1/GPX1/IL10/MAPK14/NFKB1/SOD1/TGFB1/TNFAIP3	9
BP	GO:0001676	long-chain fatty acid metabolic process	6/74	110/18870	0.00000459164190976733	0.000032195502100504	0.0000124410228860668	CYP1A2/CYP2D6/GPX1/GPX4/PTGS1/PTGS2	6
BP	GO:0045445	myoblast differentiation	6/74	110/18870	0.00000459164190976733	0.000032195502100504	0.0000124410228860668	DDIT3/GPX1/MAPK14/SHH/TGFB1/TNF	6
BP	GO:0090398	cellular senescence	6/74	110/18870	0.00000459164190976733	0.000032195502100504	0.0000124410228860668	CDKN1A/CDKN2A/H2AX/MAPK14/MAPK8/TP53	6
BP	GO:0042445	hormone metabolic process	8/74	241/18870	0.00000459518505940064	0.000032195502100504	0.0000124410228860668	CYP17A1/CYP19A1/CYP1A2/CYP2D6/ESR1/HIF1A/NFKB1/SHH	8
BP	GO:0010952	positive regulation of peptidase activity	7/74	170/18870	0.00000461075181228563	0.0000322362711273332	0.000012456776900222	BAX/CASP8/CASP9/CYCS/FADD/MYC/TNF	7
BP	GO:0001959	regulation of cytokine-mediated signaling pathway	7/74	171/18870	0.00000479262356917058	0.0000333080400349826	0.0000128709310720382	CASP8/FADD/HIF1A/IL1R1/IL6/RIPK1/TNFAIP3	7
BP	GO:0000305	response to oxygen radical	4/74	29/18870	0.00000480433477371839	0.0000333080400349826	0.0000128709310720382	NFE2L2/NOS3/SOD1/SOD2	4
BP	GO:0032770	positive regulation of monooxygenase activity	4/74	29/18870	0.00000480433477371839	0.0000333080400349826	0.0000128709310720382	AKT1/HIF1A/IL1B/TNF	4
BP	GO:1900368	regulation of post-transcriptional gene silencing by regulatory ncRNA	4/74	29/18870	0.00000480433477371839	0.0000333080400349826	0.0000128709310720382	IL6/RIPK1/TGFB1/TP53	4
BP	GO:0072001	renal system development	9/74	324/18870	0.000004815099123682	0.0000333128301297414	0.0000128727820659545	ACTA2/BAX/BCL2/CASP9/CAT/CXCR2/FADD/MYC/SHH	9
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	6/74	111/18870	0.00000483905598273905	0.0000333390794477459	0.0000128829253575553	CASP8/RELA/RIPK1/TNF/TNFAIP3/TP53	6
BP	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	6/74	111/18870	0.00000483905598273905	0.0000333390794477459	0.0000128829253575553	BAX/CASP8/CASP9/CYCS/MYC/TNF	6
BP	GO:0032615	interleukin-12 production	5/74	64/18870	0.00000514879877287754	0.0000353258870164025	0.0000136506698193346	IL10/MAPK14/NFKB1/RELA/TLR9	5
BP	GO:0032655	regulation of interleukin-12 production	5/74	64/18870	0.00000514879877287754	0.0000353258870164025	0.0000136506698193346	IL10/MAPK14/NFKB1/RELA/TLR9	5
BP	GO:0045926	negative regulation of growth	8/74	247/18870	0.00000550637339913162	0.0000376089044963777	0.0000145328760551311	BCL2/CDH1/CDKN1A/CDKN2A/ESR2/HIF1A/TGFB1/TP53	8
BP	GO:0008209	androgen metabolic process	4/74	30/18870	0.00000552704190663428	0.0000376089044963777	0.0000145328760551311	CYP17A1/CYP19A1/ESR1/SHH	4
BP	GO:0010039	response to iron ion	4/74	30/18870	0.00000552704190663428	0.0000376089044963777	0.0000145328760551311	BCL2/BECN1/HIF1A/HMOX1	4
BP	GO:0060147	regulation of post-transcriptional gene silencing	4/74	30/18870	0.00000552704190663428	0.0000376089044963777	0.0000145328760551311	IL6/RIPK1/TGFB1/TP53	4
BP	GO:0030888	regulation of B cell proliferation	5/74	65/18870	0.00000556090829438348	0.0000377616503686369	0.0000145919002904605	BCL2/CASP3/CDKN1A/IL10/TLR9	5
BP	GO:0002703	regulation of leukocyte mediated immunity	8/74	249/18870	0.00000584223517147315	0.0000395907207214379	0.0000152986917561872	FADD/IL10/IL1B/IL1R1/IL6/TGFB1/TLR9/TNF	8
BP	GO:0034605	cellular response to heat	5/74	66/18870	0.00000599843010770552	0.0000404832823799636	0.0000156435964570451	CDKN1A/HMOX1/IL1A/MTOR/PTGS2	5
BP	GO:1905953	negative regulation of lipid localization	5/74	66/18870	0.00000599843010770552	0.0000404832823799636	0.0000156435964570451	AKT1/IL6/NFKB1/SHH/TNF	5
BP	GO:0035265	organ growth	7/74	177/18870	0.00000601400518101166	0.0000405057334696651	0.0000156522720329042	AKT1/BCL2/CYP19A1/ESR1/MAPK14/SHH/SOD1	7
BP	GO:0051607	defense response to virus	9/74	334/18870	0.00000615656829878624	0.0000413816491139961	0.0000159907443618453	BCL2/BECN1/FADD/IL1B/IL6/RELA/TLR9/TNF/TNFAIP3	9
BP	GO:0050870	positive regulation of T cell activation	8/74	251/18870	0.00000619529152355281	0.0000415574626133654	0.0000160586824161271	AKT1/CCL2/FADD/IL1A/IL1B/IL6/MTOR/SHH	8
BP	GO:0140546	defense response to symbiont	9/74	335/18870	0.00000630682610125715	0.0000420998151144966	0.0000162682588923015	BCL2/BECN1/FADD/IL1B/IL6/RELA/TLR9/TNF/TNFAIP3	9
BP	GO:0050999	regulation of nitric-oxide synthase activity	4/74	31/18870	0.00000632706625700176	0.0000420998151144966	0.0000162682588923015	AKT1/HIF1A/IL1A/IL1B	4
BP	GO:0060966	regulation of gene silencing by regulatory ncRNA	4/74	31/18870	0.00000632706625700176	0.0000420998151144966	0.0000162682588923015	IL6/RIPK1/TGFB1/TP53	4
BP	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	4/74	31/18870	0.00000632706625700176	0.0000420998151144966	0.0000162682588923015	GPX1/HMOX1/NOS3/TNFAIP3	4
BP	GO:1904659	glucose transmembrane transport	6/74	117/18870	0.0000065614903528348	0.0000434846665267028	0.0000168033947649856	AKT1/IL1B/MAPK14/NFE2L2/PIK3R1/TNF	6
BP	GO:2000278	regulation of DNA biosynthetic process	6/74	117/18870	0.0000065614903528348	0.0000434846665267028	0.0000168033947649856	CDKN1A/MAPK1/MAPK3/MYC/TNF/TP53	6
BP	GO:0015980	energy derivation by oxidation of organic compounds	9/74	337/18870	0.00000661680434826682	0.0000437635439594367	0.0000169111589027282	AKT1/CAT/CYCS/CYP1A2/HIF1A/MTOR/SOD2/TNF/TP53	9
BP	GO:0032025	response to cobalt ion	3/74	10/18870	0.00000681134830858345	0.0000448707746145129	0.0000173390162436995	CASP3/CASP8/CASP9	3
BP	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	3/74	10/18870	0.00000681134830858345	0.0000448707746145129	0.0000173390162436995	HIF1A/NFE2L2/TP53	3
BP	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	5/74	68/18870	0.00000695416197827924	0.0000457205042985476	0.0000176673697637983	BAX/CASP8/CASP9/CYCS/TNF	5
BP	GO:0042129	regulation of T cell proliferation	7/74	182/18870	0.00000722018658646168	0.0000473753115901365	0.000018306822297336	CASP3/FADD/IL10/IL1A/IL1B/IL6/SHH	7
BP	GO:0001649	osteoblast differentiation	8/74	257/18870	0.00000736482781293458	0.000048228684311633	0.0000186365835641534	AKT1/AREG/CAT/COL1A1/IL6/MAPK14/SHH/TNF	8
BP	GO:0019216	regulation of lipid metabolic process	9/74	342/18870	0.00000744952101450606	0.0000486868893181256	0.0000188136436688379	AKT1/IL1A/IL1B/MTOR/NFKB1/PTGS2/SOD1/TGFB1/TNF	9
BP	GO:1901224	positive regulation of non-canonical NF-kappaB signal transduction	5/74	69/18870	0.00000747466740032405	0.0000487199436190973	0.0000188264165497697	IL1B/RELA/RIPK1/TLR9/TNF	5
BP	GO:0060759	regulation of response to cytokine stimulus	7/74	183/18870	0.00000748404335001555	0.0000487199436190973	0.0000188264165497697	CASP8/FADD/HIF1A/IL1R1/IL6/RIPK1/TNFAIP3	7
BP	GO:0008645	hexose transmembrane transport	6/74	120/18870	0.00000759257382489096	0.0000493293548898122	0.0000190619059526784	AKT1/IL1B/MAPK14/NFE2L2/PIK3R1/TNF	6
BP	GO:0031400	negative regulation of protein modification process	10/74	437/18870	0.00000765514592413906	0.0000496383677865252	0.000019181315071011	AKT1/BAX/CDKN1A/CDKN2A/IL1B/RELA/SQSTM1/TGFB1/TNF/TNFAIP3	10
BP	GO:0071479	cellular response to ionizing radiation	5/74	70/18870	0.00000802517610651914	0.000051802216944404	0.0000200174721469631	CDKN1A/H2AX/KDM1A/MAPK14/TP53	5
BP	GO:1902107	positive regulation of leukocyte differentiation	7/74	185/18870	0.00000803584435817335	0.000051802216944404	0.0000200174721469631	CASP8/FADD/IL10/RIPK1/SHH/TGFB1/TNF	7
BP	GO:1903708	positive regulation of hemopoiesis	7/74	185/18870	0.00000803584435817335	0.000051802216944404	0.0000200174721469631	CASP8/FADD/IL10/RIPK1/SHH/TGFB1/TNF	7
BP	GO:0071695	anatomical structure maturation	8/74	261/18870	0.00000824408161664027	0.0000530412021521972	0.0000204962422334657	BCL2/CDC25B/CDKN1A/DDIT3/HIF1A/KDM1A/MMP2/PGR	8
BP	GO:0021782	glial cell development	6/74	122/18870	0.00000835020191041914	0.0000536196460538953	0.0000207197651900845	AKT1/IL1B/IL6/SHH/SOD1/TNF	6
BP	GO:0042698	ovulation cycle	5/74	71/18870	0.00000860690603906413	0.0000551609268821416	0.0000213153486973151	CASP3/ESR1/MMP2/NOS3/PGR	5
BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	6/74	123/18870	0.00000875136033838515	0.0000558701711178373	0.0000215894156691721	AKT1/CDKN1A/HIF1A/PGR/TGFB1/TLR9	6
BP	GO:0015749	monosaccharide transmembrane transport	6/74	123/18870	0.00000875136033838515	0.0000558701711178373	0.0000215894156691721	AKT1/IL1B/MAPK14/NFE2L2/PIK3R1/TNF	6
BP	GO:0002706	regulation of lymphocyte mediated immunity	7/74	188/18870	0.00000892664586706971	0.0000568794178851629	0.0000219794099637413	FADD/IL10/IL1B/IL1R1/IL6/TGFB1/TNF	7
BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	6/74	124/18870	0.00000916800024729948	0.0000582208514464952	0.0000224977682606417	FADD/IL1B/IL1R1/IL6/TGFB1/TNF	6
BP	GO:0006801	superoxide metabolic process	5/74	72/18870	0.0000092211034568343	0.0000582208514464952	0.0000224977682606417	NFE2L2/NOS3/SOD1/SOD2/TGFB1	5
BP	GO:0030308	negative regulation of cell growth	7/74	189/18870	0.00000924119739299829	0.0000582208514464952	0.0000224977682606417	BCL2/CDH1/CDKN1A/CDKN2A/ESR2/TGFB1/TP53	7
BP	GO:0042770	signal transduction in response to DNA damage	7/74	189/18870	0.00000924119739299829	0.0000582208514464952	0.0000224977682606417	CASP9/CDKN1A/H2AX/KDM1A/MAPK14/MAPK3/TP53	7
BP	GO:0043276	anoikis	4/74	34/18870	0.00000924280224052312	0.0000582208514464952	0.0000224977682606417	AKT1/BCL2/MCL1/MTOR	4
BP	GO:1902624	positive regulation of neutrophil migration	4/74	34/18870	0.00000924280224052312	0.0000582208514464952	0.0000224977682606417	CXCL8/CXCR2/IL1A/IL1R1	4
BP	GO:0060020	Bergmann glial cell differentiation	3/74	11/18870	0.00000933919771487237	0.0000584938008391722	0.0000226032416783394	MAPK1/MAPK3/SHH	3
BP	GO:0060439	trachea morphogenesis	3/74	11/18870	0.00000933919771487237	0.0000584938008391722	0.0000226032416783394	MAPK1/MAPK3/SHH	3
BP	GO:0060736	prostate gland growth	3/74	11/18870	0.00000933919771487237	0.0000584938008391722	0.0000226032416783394	CYP19A1/ESR1/SHH	3
BP	GO:0008286	insulin receptor signaling pathway	6/74	125/18870	0.00000960057119671841	0.0000599039414104675	0.0000231481498169139	AKT1/IL1B/MAPK1/MAPK3/PIK3R1/RELA	6
BP	GO:0071675	regulation of mononuclear cell migration	6/74	125/18870	0.00000960057119671841	0.0000599039414104675	0.0000231481498169139	AKT1/CCL2/FADD/MAPK1/MAPK3/TNF	6
BP	GO:0051881	regulation of mitochondrial membrane potential	5/74	73/18870	0.00000986904304325307	0.0000614118774878037	0.000023730848207214	AKT1/BAX/BCL2/SOD1/SOD2	5
BP	GO:0002700	regulation of production of molecular mediator of immune response	7/74	191/18870	0.00000989795303931037	0.0000614118774878037	0.000023730848207214	IL10/IL1B/IL1R1/IL6/TGFB1/TLR9/TNF	7
BP	GO:0031099	regeneration	7/74	191/18870	0.00000989795303931037	0.0000614118774878037	0.000023730848207214	BCL2/CDKN1A/GPX1/IL10/IL6/MMP2/TNF	7
BP	GO:0003012	muscle system process	10/74	452/18870	0.0000102737911521087	0.0000636243957678342	0.000024585812061226	ACTA2/BECN1/HDAC4/HMOX1/IL1B/MTOR/NOS3/PTGS2/SOD1/TNF	10
BP	GO:0048147	negative regulation of fibroblast proliferation	4/74	35/18870	0.0000104045220473286	0.00006419357166141	0.0000248057536635054	BAX/MYC/SOD2/TP53	4
BP	GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	4/74	35/18870	0.0000104045220473286	0.00006419357166141	0.0000248057536635054	BCL2/KDM1A/MYC/TP53	4
BP	GO:0046683	response to organophosphorus	6/74	127/18870	0.0000105153475074916	0.0000647565255256515	0.0000250232909420658	AREG/COL1A1/IL1B/KDM1A/PTGS2/RELA	6
BP	GO:0002699	positive regulation of immune effector process	8/74	270/18870	0.0000105516097270016	0.0000648590583033352	0.0000250629117757385	FADD/IL10/IL1B/IL1R1/IL6/TGFB1/TLR9/TNF	8
BP	GO:0090559	regulation of membrane permeability	5/74	75/18870	0.0000112713901802291	0.0000691548929981772	0.0000267229131506651	BAX/BCL2/MAPK8/MTOR/TP53	5
BP	GO:0002708	positive regulation of lymphocyte mediated immunity	6/74	129/18870	0.0000114994589134679	0.000070423538197849	0.0000272131444852828	FADD/IL1B/IL1R1/IL6/TGFB1/TNF	6
BP	GO:1905898	positive regulation of response to endoplasmic reticulum stress	4/74	36/18870	0.0000116704308044873	0.0000713384744370417	0.0000275666951972908	BAX/DDIT3/NFE2L2/PIK3R1	4
BP	GO:0002821	positive regulation of adaptive immune response	6/74	130/18870	0.0000120187317340055	0.0000729283409988189	0.0000281810532594548	FADD/IL1B/IL1R1/IL6/TGFB1/TNF	6
BP	GO:0014902	myotube differentiation	6/74	130/18870	0.0000120187317340055	0.0000729283409988189	0.0000281810532594548	BCL2/GPX1/HDAC4/MAPK14/MTOR/SHH	6
BP	GO:0032612	interleukin-1 production	6/74	130/18870	0.0000120187317340055	0.0000729283409988189	0.0000281810532594548	CASP8/IL10/IL6/RELA/TNF/TNFAIP3	6
BP	GO:0032652	regulation of interleukin-1 production	6/74	130/18870	0.0000120187317340055	0.0000729283409988189	0.0000281810532594548	CASP8/IL10/IL6/RELA/TNF/TNFAIP3	6
BP	GO:0014854	response to inactivity	3/74	12/18870	0.000012417159790739	0.0000747969898505899	0.0000289031386941945	CAT/HDAC4/IL10	3
BP	GO:0031650	regulation of heat generation	3/74	12/18870	0.000012417159790739	0.0000747969898505899	0.0000289031386941945	IL1B/PTGS2/TNF	3
BP	GO:0033083	regulation of immature T cell proliferation	3/74	12/18870	0.000012417159790739	0.0000747969898505899	0.0000289031386941945	IL1A/IL1B/SHH	3
BP	GO:0033084	regulation of immature T cell proliferation in thymus	3/74	12/18870	0.000012417159790739	0.0000747969898505899	0.0000289031386941945	IL1A/IL1B/SHH	3
