"Rank","Gene","Relevance_score"
"2285","DELEC1","15.4333171844482"
"2286","RBAK","15.4290904998779"
"2287","SFTPB","15.4283847808838"
"2288","TOX3","15.4221124649048"
"2289","LINC00184","15.4208717346191"
"2290","MIR376B","15.4100513458252"
"2291","PLB1","15.4055919647217"
"2292","MIR218-2","15.4000930786133"
"2293","RAB23","15.399073600769"
"2294","LOXL2","15.3918781280518"
"2295","MYH7","15.3894014358521"
"2296","RPL5","15.3838272094727"
"2297","CARM1","15.3830490112305"
"2298","LINC00632","15.3821716308594"
"2299","THY1","15.3771295547485"
"2300","STC1","15.3752851486206"
"2301","TERF2","15.3730812072754"
"2302","GLP1R","15.3712940216064"
"2303","UCP2","15.3705768585205"
"2304","MIR584","15.3637790679932"
"2305","ANKRD40CL","15.3527498245239"
"2306","PRSS3","15.3464002609253"
"2307","MCF2L-AS1","15.3406352996826"
"2308","SF3A1","15.3387098312378"
"2309","HES1","15.3340930938721"
"2310","TET1","15.3320245742798"
"2311","LINC01503","15.3304061889648"
"2312","ABCF3","15.3287315368652"
"2313","CTAG1A","15.3233604431152"
"2314","STAT2","15.3218250274658"
"2315","CDKN2AIP","15.3206739425659"
"2316","SPHK1","15.3205423355103"
"2317","NR1I2","15.3134078979492"
"2318","JUND","15.3036575317383"
"2319","SCARB1","15.2968444824219"
"2320","APC2","15.29270362854"
"2321","DIRAS3","15.2924022674561"
"2322","OMA1","15.2900819778442"
"2323","GABRB2","15.2846040725708"
"2324","LINC01139","15.2831859588623"
"2325","AMACR","15.2826375961304"
"2326","SDCCAG8","15.2717666625977"
"2327","HPRT1","15.2651081085205"
"2328","IL2RG","15.2640705108643"
"2329","SOCS2","15.2635869979858"
"2330","SWINGN","15.2615146636963"
"2331","YTHDF1","15.2578067779541"
"2332","SIRT3","15.2552070617676"
"2333","FLI1","15.2521533966064"
"2334","KIR3DL1","15.2473993301392"
"2335","NAA10","15.2455968856812"
"2336","ENPP2","15.2437191009521"
"2337","KDM5C","15.2419347763062"
"2338","MIF","15.2344379425049"
"2339","LGALS9","15.221134185791"
"2340","MAGEA4","15.2203903198242"
"2341","PHF2","15.2143745422363"
"2342","PTCSC1","15.2131547927856"
"2343","ULK1","15.2091875076294"
"2344","DNAJB1","15.2091579437256"
"2345","PTTG3P","15.2047653198242"
"2346","MUC17","15.203516960144"
"2347","SCRN1","15.1972436904907"
"2348","MESTIT1","15.1930818557739"
"2349","ARAP3","15.1866693496704"
"2350","DCLRE1C","15.1844062805176"
"2351","KATNAL2","15.1828269958496"
"2352","TFEB","15.1820220947266"
"2353","MTO1","15.172511100769"
"2354","NTS","15.1587247848511"
"2355","LINC01140","15.1549854278564"
"2356","KDM6B","15.1545257568359"
"2357","FBXO32","15.1516819000244"
"2358","SGO1-AS1","15.1510028839111"
"2359","PMAIP1","15.1482439041138"
"2360","SFRP4","15.1429672241211"
"2361","BUB3","15.1413898468018"
"2362","HOPX","15.1388673782349"
"2363","HLTF","15.1378707885742"
"2364","WT1-AS","15.1338329315186"
"2365","RBBP4","15.127010345459"
"2366","CASZ1","15.1213035583496"
"2367","CLDN3","15.1116733551025"
"2368","LYVE1","15.1115455627441"
"2369","REL","15.1102809906006"
"2370","PRDM16","15.1088581085205"
"2371","TNFSF4","15.1036548614502"
"2372","FZD3","15.0999784469604"
"2373","IQGAP1","15.099946975708"
"2374","ITGB2-AS1","15.0884351730347"
"2375","TP53I3","15.0856409072876"
"2376","BMPR2","15.0845108032227"
"2377","CHKA","15.0810966491699"
"2378","SLC2A3","15.0777530670166"
"2379","U2AF2","15.0757446289063"
"2380","CCDC171","15.0736789703369"
"2381","CHD4","15.0538911819458"
"2382","MYO1B","15.0508413314819"
"2383","EIF4A1","15.0499591827393"
"2384","SALL4","15.0460329055786"
"2385","ZNF776","15.0450000762939"
"2386","SIRT7","15.0409660339355"
"2387","PPP2CA","15.0407838821411"
"2388","CYP3A5","15.0396175384521"
"2389","DHX29","15.0342197418213"
"2390","RPS24","15.0301494598389"
"2391","BLCAP","15.0174198150635"
"2392","FSHR","15.0071678161621"
"2393","CYBA","15.0011425018311"
"2394","MAP2K5","14.9987907409668"
"2395","EGLN1","14.9973602294922"
"2396","SMIM31","14.9970684051514"
"2397","TACC3","14.9965982437134"
"2398","NR2F2","14.9913101196289"
"2399","YY1AP1","14.9910907745361"
"2400","BABAM2-AS1","14.9856653213501"
"2401","LINC01857","14.9851236343384"
"2402","UBR1","14.9756126403809"
"2403","BRMS1L","14.9673347473145"
"2404","TK1","14.9613876342773"
"2405","LINC02620","14.9596309661865"
"2406","PRDM2","14.95348072052"
"2407","MED24","14.9517631530762"
"2408","CSMD3","14.951283454895"
"2409","MYLK-AS1","14.9434328079224"
"2410","SAMHD1","14.9409875869751"
"2411","BCL11B","14.9402875900269"
"2412","BSCL2","14.9312191009521"
"2413","LRP5","14.9192428588867"
"2414","MIR135A1","14.9191026687622"
"2415","BCL3","14.9128732681274"
"2416","COL18A1","14.9127979278564"
"2417","FOXH1","14.9079856872559"
"2418","LINC01436","14.9079217910767"
"2419","MAP2K6","14.9070453643799"
"2420","RPS6KA1","14.9009895324707"
"2421","ST6GAL1","14.9006652832031"
"2422","PRKAG2","14.898341178894"
"2423","BRF2","14.897834777832"
"2424","WDFY3-AS2","14.8952178955078"
"2425","ABCB10","14.8941631317139"
"2426","ARFGEF3","14.8898887634277"
"2427","MIR512-1","14.8857460021973"
"2428","KCNJ18","14.8852949142456"
"2429","CALB2","14.8848094940186"
"2430","SPAAR","14.8786334991455"
"2431","ARTN","14.8748226165771"
"2432","RXRG","14.8723573684692"
"2433","ICMT-DT","14.8669338226318"
"2434","CCN1","14.8589477539063"
"2435","ADAT1","14.8570623397827"
"2436","SULF1","14.8550691604614"
"2437","FBLN1","14.8499898910522"
"2438","CBLC","14.8453874588013"
"2439","CHRNA5","14.8448934555054"
"2440","SFN","14.8432502746582"
"2441","SPAG9","14.8339900970459"
"2442","MYO7A","14.8316631317139"
"2443","NUMB","14.8264122009277"
"2444","WAS","14.8195600509644"
"2445","COL11A1","14.8149337768555"
"2446","MAP1LC3B","14.8125991821289"
"2447","CT45A6","14.8111820220947"
"2448","TFF2","14.8046321868896"
"2449","CYSLTR1","14.7943878173828"
"2450","STRN","14.7929172515869"
"2451","FIRRE","14.7862958908081"
"2452","PMEL","14.7812786102295"
"2453","RBX1","14.7811050415039"
"2454","USP16","14.7780246734619"
"2455","NCL","14.776985168457"
"2456","DSCAML1","14.7748985290527"
"2457","PDGFA","14.7722320556641"
"2458","GNE","14.7691879272461"
"2459","MTBP","14.7663507461548"
"2460","PDE7B","14.7592334747314"
"2461","XDH","14.7554950714111"
"2462","MAP3K5","14.7483577728271"
"2463","DUSP26","14.74440574646"
"2464","NRIP1","14.7324142456055"
"2465","XPO5","14.7281589508057"
"2466","PSMD3","14.7277917861938"
"2467","SLC6A9","14.720874786377"
"2468","PAWR","14.720160484314"
"2469","ZDHHC8","14.7196979522705"
"2470","SP3","14.7169532775879"
"2471","PAX6","14.7158050537109"
"2472","NAMPT","14.7142353057861"
"2473","STX8","14.7123174667358"
"2474","SHOC2","14.7095775604248"
"2475","UBE2I","14.706036567688"
"2476","PKD1-AS1","14.7052745819092"
"2477","CABIN1","14.6986894607544"
"2478","CCDC186","14.6957941055298"
"2479","LINC00525","14.6877889633179"
"2480","ADH1C","14.6832656860352"
"2481","ATF6","14.6746969223022"
"2482","FAM83C","14.6736040115356"
"2483","LINC01537","14.6716194152832"
"2484","RHOH","14.6674880981445"
"2485","SRF","14.6669330596924"
"2486","IRF3","14.6645431518555"
"2487","SBNO1","14.6640691757202"
"2488","RBPJ","14.6631650924683"
"2489","PRLR","14.6594657897949"
"2490","TAP1","14.6591548919678"
"2491","WFDC21P","14.658730506897"
"2492","MIR7-1","14.65403175354"
"2493","CCNH","14.6528606414795"
"2494","SNHG33","14.6514873504639"
"2495","ST7-AS1","14.6513271331787"
"2496","CD247","14.6502075195313"
"2497","HELLS","14.6497268676758"
"2498","DVL1","14.6440916061401"
"2499","TNFRSF4","14.6398162841797"
"2500","NAB2","14.6376667022705"
"2501","MYBL2","14.6284446716309"
"2502","MIR661","14.6220474243164"
"2503","NELL1","14.6194763183594"
"2504","CASP2","14.6165313720703"
"2505","RBFOX2","14.6154832839966"
"2506","OGA","14.6150989532471"
"2507","CEBPD","14.6091213226318"
"2508","LINC01355","14.6062536239624"
"2509","DNAJC3-DT","14.6031885147095"
"2510","PCBP1","14.6002416610718"
"2511","LINC00092","14.5894298553467"
"2512","NAA25","14.5824737548828"
"2513","SFRP2","14.5817441940308"
"2514","RPS27","14.5788078308105"
"2515","UCP1","14.5782432556152"
"2516","TPD52","14.5759468078613"
"2517","PIWIL1","14.569130897522"
"2518","CDK5","14.5686950683594"
"2519","FNDC3B","14.5663547515869"
"2520","RAP1GAP","14.5488777160645"
"2521","SEMA5A","14.5411472320557"
"2522","MEF2C-AS1","14.5357627868652"
"2523","ITK","14.5247583389282"
"2524","CTNNA2","14.5202980041504"
"2525","ATP6V0A1","14.5195617675781"
"2526","BAG1","14.5182666778564"
"2527","SRP72","14.5169706344604"
"2528","VCP","14.5158824920654"
"2529","CHST15","14.5088834762573"
"2530","IKBKG","14.5065231323242"
"2531","ADGRB3","14.5055503845215"
"2532","BTBD16","14.4988651275635"
"2533","MAPT","14.4923639297485"
"2534","MIR615","14.486608505249"
"2535","RRM2","14.4830160140991"
"2536","AKAP13","14.4816589355469"
"2537","LINC02672","14.4781942367554"
"2538","NIBAN1","14.4780988693237"
"2539","TTC7A","14.4771490097046"
"2540","S1PR2","14.4741706848145"
"2541","TNK2","14.4740810394287"
"2542","PXDNL","14.4739856719971"
"2543","LNCARSR","14.4709281921387"
"2544","RPPH1","14.468487739563"
"2545","LINC00839","14.4671592712402"
"2546","PARN","14.467098236084"
"2547","LINC00336","14.4616279602051"
"2548","MYBPC3","14.4545822143555"
"2549","NFIB","14.4508590698242"
"2550","H3-3B","14.4491338729858"
"2551","SLC25A15","14.4443492889404"
"2552","CEACAM6","14.4399833679199"
"2553","NHP2","14.4385871887207"
"2554","TRG-AS1","14.437726020813"
"2555","FCGR3A","14.4366779327393"
"2556","DBH-AS1","14.4332027435303"
"2557","YWHAZ","14.424017906189"
"2558","ASPRV1","14.4196844100952"
"2559","SMC3","14.4173240661621"
"2560","NR2F1","14.4162483215332"
"2561","TALAM1","14.4115562438965"
"2562","WNT10B","14.4080419540405"
"2563","CDKN2A-AS1","14.4042291641235"
"2564","HOXA10-AS","14.4035892486572"
"2565","THPO","14.4031352996826"
"2566","NWD1","14.4001874923706"
"2567","BRF1","14.3993225097656"
"2568","PLOD2","14.3986139297485"
"2569","KCNA3","14.396448135376"
"2570","TUBB1","14.3960971832275"
"2571","KISS1R","14.3879289627075"
"2572","MIR637","14.3762245178223"
"2573","SRSF1","14.3728332519531"
"2574","MAP3K14","14.3728179931641"
"2575","TRPS1","14.3717164993286"
"2576","PTP4A3","14.37122631073"
"2577","NECAP2","14.3693532943726"
"2578","LOC111811965","14.3654012680054"
"2579","LINC00659","14.3637228012085"
"2580","ZNF100","14.3630828857422"
"2581","ITGAD","14.3603115081787"
"2582","PFKFB3","14.3527698516846"
"2583","DGCR8","14.3474655151367"
"2584","CXADR","14.3474311828613"
"2585","RORA","14.3421459197998"
"2586","CCN4","14.3410062789917"
"2587","UBA6-DT","14.3389511108398"
"2588","HAS2-AS1","14.3361797332764"
"2589","KCNF1","14.3284530639648"
"2590","PTPN21","14.326286315918"
"2591","KIF12","14.3220920562744"
"2592","PLA2G6","14.3175468444824"
"2593","PCED1B-AS1","14.3155336380005"
"2594","ELF3","14.2898635864258"
"2595","TMCO5A","14.2893524169922"
"2596","GRB7","14.2880573272705"
"2597","ELK1","14.2843837738037"
"2598","OFD1","14.2842597961426"
"2599","GPR101","14.2795658111572"
"2600","MYOSLID","14.2695798873901"
"2601","PRDX5","14.2694969177246"
"2602","NOX4","14.2691822052002"
"2603","TRAF6","14.2660903930664"
"2604","PNP","14.2653713226318"
"2605","PTH1R","14.2642469406128"
"2606","CUL4A","14.2632179260254"
"2607","LINC00342","14.2627248764038"
"2608","LIN28A","14.2539434432983"
"2609","INS-IGF2","14.2523603439331"
"2610","GAPLINC","14.2519435882568"
"2611","LINC00649","14.2472534179688"
"2612","IRF2BP2","14.2412672042847"
"2613","FGF6","14.2383098602295"
"2614","CPS1","14.2357892990112"
"2615","IRGQ","14.228443145752"
"2616","SHCBP1L","14.2261142730713"
"2617","SORCS1","14.2235746383667"
"2618","MIR23AHG","14.2212505340576"
"2619","FUT4","14.2207107543945"
"2620","URB2","14.2180376052856"
"2621","COPS2","14.2172212600708"
"2622","RNF32-DT","14.2081842422485"
"2623","HOXA10","14.2079133987427"
"2624","GNRHR","14.2073554992676"
"2625","IGFBP7","14.2069406509399"
"2626","PARK7","14.2006931304932"
"2627","PRMT7","14.2000570297241"
"2628","GPR68","14.1973667144775"
"2629","ZNF703","14.1965761184692"
"2630","RPA1","14.1940908432007"
"2631","SPDEF","14.1918754577637"
"2632","NPAT","14.1894330978394"
"2633","MYO16","14.1843461990356"
"2634","VPS13C","14.1839799880981"
"2635","PCAT4","14.181414604187"
"2636","CXCL14","14.1704034805298"
"2637","HTR2C","14.1653518676758"
"2638","FOXCUT","14.1643562316895"
"2639","KRT17","14.1640357971191"
"2640","FAT1","14.1564512252808"
"2641","BRINP1","14.1534080505371"
"2642","SAMMSON","14.1528291702271"
"2643","CA3-AS1","14.1502990722656"
"2644","LINC00173","14.1493797302246"
"2645","LPAR1","14.1460008621216"
"2646","CYP17A1-AS1","14.1459932327271"
"2647","CYP21A2","14.1412391662598"
"2648","RBM10","14.140398979187"
"2649","TCHP","14.1362199783325"
"2650","IL32","14.1357612609863"
"2651","CADPS","14.1295442581177"
"2652","TXNIP","14.1240720748901"
"2653","HNRNPA2B1","14.1240472793579"
"2654","TSPAN5","14.1227159500122"
"2655","LEMD1","14.1212701797485"
"2656","TUSC3","14.1154632568359"
"2657","PLEKHG4B","14.1132583618164"
"2658","CNOT2","14.1125860214233"
"2659","KLK7","14.1104917526245"
"2660","LINC01270","14.1095886230469"
"2661","SDCBP2-AS1","14.1077165603638"
"2662","MIR302A","14.1067867279053"
"2663","ARMC5","14.1039762496948"
"2664","KPRP","14.099422454834"
"2665","ARRB1","14.0921783447266"
"2666","USP9X","14.0920333862305"
"2667","ZNF226","14.0905790328979"
"2668","PRKD1","14.0838117599487"
"2669","CDX1","14.0833473205566"
"2670","RAD23B","14.0742988586426"
"2671","RPS6KC1","14.0736875534058"
"2672","NHEJ1","14.0710830688477"
"2673","HHEX","14.0705394744873"
"2674","FURIN","14.0703620910645"
"2675","CT45A3","14.0699844360352"
"2676","ARHGAP5-AS1","14.0661373138428"
"2677","MC2R","14.0648212432861"
"2678","SCAMP1","14.0644989013672"
"2679","EPB41L4A-DT","14.0634899139404"
"2680","LINC00174","14.0539722442627"
"2681","SKIC2","14.0437927246094"
"2682","SEMA4D","14.0391979217529"
"2683","A1BG-AS1","14.0378265380859"
"2684","CNTFR","14.032865524292"
"2685","FABP4","14.0326080322266"
"2686","TNNT2","14.0314884185791"
"2687","KAT2A","14.0312204360962"
"2688","LINC00485","14.0118846893311"
"2689","CEP290","14.0110378265381"
"2690","CTPS1","14.0100193023682"
"2691","ITGAM","14.0030136108398"
"2692","TAP2","14.0006504058838"
"2693","GATA6-AS1","13.9994430541992"
"2694","LINC00899","13.9901161193848"
"2695","PIAS1","13.9789657592773"
"2696","ZBTB16","13.9776439666748"
"2697","DES","13.9761428833008"
"2698","TUBA5P","13.9738140106201"
"2699","PRKACB","13.9723243713379"
"2700","MIR762HG","13.9694833755493"
"2701","EYA3","13.9688415527344"
"2702","GACAT2","13.9648561477661"
"2703","MIR181B2","13.9645290374756"
"2704","F2R","13.9605293273926"
"2705","AZGP1","13.9572200775146"
"2706","BCL2A1","13.9555921554565"
"2707","SV2B","13.9534368515015"
"2708","TMPO","13.9530372619629"
"2709","GHRHR","13.9523658752441"
"2710","NUP214","13.9467840194702"
"2711","KIR2DL3","13.9394731521606"
"2712","MIR675","13.9387683868408"
"2713","ELOC","13.9367437362671"
"2714","DNAH9","13.9258136749268"
"2715","CASP1","13.9214000701904"
"2716","LINC01121","13.9164113998413"
"2717","MIR137HG","13.9163665771484"
"2718","INPP4B","13.9151525497437"
"2719","SOD3","13.9149885177612"
"2720","LINC00313","13.9149417877197"
"2721","SLC12A3","13.914644241333"
"2722","DMTN","13.9046144485474"
"2723","NUMBL","13.9031028747559"
"2724","RHOT1","13.9013366699219"
"2725","TRPC4","13.9002046585083"
"2726","LINC01088","13.8997287750244"
"2727","CXCR1","13.8967628479004"
"2728","ABCG4","13.8888235092163"
"2729","HSD3B1","13.8831224441528"
"2730","VANGL1","13.882791519165"
"2731","ARHGEF25","13.8811511993408"
"2732","COL1A2","13.8751726150513"
"2733","RBFOX1","13.87327003479"
"2734","CSNK2A1","13.8730306625366"
"2735","CEACAM1","13.8726272583008"
"2736","GLS","13.8703927993774"
"2737","BRD3","13.8700437545776"
"2738","UPF1","13.8687162399292"
"2739","GGT1","13.868371963501"
"2740","SLC2A4","13.8675632476807"
"2741","NPY","13.8627319335938"
"2742","SSX2","13.8550090789795"
"2743","SERPINB2","13.8540439605713"
"2744","LPL","13.8482837677002"
"2745","SERPINA3","13.8470687866211"
"2746","STARD13-AS","13.8448371887207"
"2747","TMPRSS4","13.8392429351807"
"2748","DNAH3","13.8379707336426"
"2749","PIN1","13.8374109268188"
"2750","MNX1","13.8347454071045"
"2751","COL4A1","13.8339805603027"
"2752","SGPP1","13.830924987793"
"2753","RPL10L","13.827075958252"
"2754","UNC13D","13.8263874053955"
"2755","ZNF48","13.8240156173706"
"2756","IL13RA2","13.8191585540771"
"2757","STX16","13.8172979354858"
"2758","NPPB","13.8126020431519"
"2759","PTPRT","13.8097400665283"
"2760","HAX1","13.8084030151367"
"2761","ESRRG","13.8023271560669"
"2762","UCHL1","13.8001861572266"
"2763","CTBP1","13.7939004898071"
"2764","CKAP4","13.7876796722412"
"2765","LNCPTCTS","13.7873601913452"
"2766","NRP2","13.7813339233398"
"2767","VDAC1","13.7803401947021"
"2768","SLC37A4","13.7699937820435"
"2769","RBPMS","13.7683219909668"
"2770","RSPO3","13.7579650878906"
"2771","NETO2","13.7578506469727"
"2772","REPS2","13.7528696060181"
"2773","CAMTA1","13.7509031295776"
"2774","PDCD4-AS1","13.7497186660767"
"2775","SLC8A3","13.7459583282471"
"2776","PCNAP1","13.7441396713257"
"2777","FAM131B-AS2","13.7411365509033"
"2778","FAS-AS1","13.7394399642944"
"2779","ZNF419","13.7375717163086"
"2780","CYP2C19","13.7354669570923"
"2781","TLR7","13.7278671264648"
"2782","ARK2C","13.7260875701904"
"2783","LIMD1","13.7253589630127"
"2784","FBXO31","13.7228412628174"
"2785","DNM1L","13.7203922271729"
"2786","EBF1","13.718957901001"
"2787","ITPRIPL1","13.7168664932251"
"2788","KREMEN1","13.7149820327759"
"2789","TNS1","13.7110767364502"
"2790","ADIPOR1","13.7057628631592"
"2791","CFAP43","13.7048377990723"
"2792","DGCR6L","13.702579498291"
"2793","SCGB2A2","13.7013263702393"
"2794","MAMDC2","13.6999015808105"
"2795","SHMT1","13.6982917785645"
"2796","RIT1","13.6929235458374"
"2797","CD151","13.691858291626"
"2798","C1S","13.6917285919189"
"2799","ITGAL","13.680570602417"
"2800","NEDD4","13.6727628707886"
"2801","CD226","13.6727294921875"
"2802","ACP3","13.6726980209351"
"2803","PDIA3","13.6721878051758"
"2804","TOMM22-DT","13.6703786849976"
"2805","PLK4","13.6700124740601"
"2806","MAML3","13.663836479187"
"2807","KCNJ4","13.6504030227661"
"2808","SOX17","13.6494216918945"
"2809","PCDHA7","13.6490020751953"
"2810","CCAR2","13.6436100006104"
"2811","MT2A","13.6428031921387"
"2812","ARPP21","13.639500617981"
"2813","TMEM43","13.6360101699829"
"2814","ZP4","13.6335544586182"
"2815","FARSA","13.6334180831909"
"2816","LINC00926","13.6330451965332"
"2817","E2F3-IT1","13.633020401001"
"2818","DUSP4","13.6321859359741"
"2819","UMPS","13.6309461593628"
"2820","LINC00161","13.6281881332397"
"2821","RUVBL1","13.625750541687"
"2822","CCN6","13.6191864013672"
"2823","PAK6","13.6162776947021"
"2824","SLC9A1","13.6161441802979"
"2825","CD38","13.6112899780273"
"2826","MIR520C","13.6111307144165"
"2827","RPL3","13.6069850921631"
"2828","NAPSA","13.6057758331299"
"2829","FOCAD","13.6036720275879"
"2830","PIM2","13.6032676696777"
"2831","LONP2","13.6025819778442"
"2832","CFH","13.6014919281006"
"2833","ARHGAP20","13.6007347106934"
"2834","OLA1","13.6000127792358"
"2835","LINC01224","13.5970163345337"
"2836","MAX-AS1","13.595573425293"
"2837","CYP27A1","13.5941429138184"
"2838","NFIX","13.5920791625977"
"2839","MAGEC2","13.5858097076416"
"2840","MAML2","13.5818672180176"
"2841","NUP98","13.5792779922485"
"2842","SCN5A","13.5757884979248"
"2843","RCVRN","13.5712490081787"
"2844","GNA13","13.5710411071777"
"2845","GNGT1","13.5694122314453"
"2846","LEFTY2","13.5668077468872"
"2847","PCDHA2","13.5645885467529"
"2848","GTF2H1","13.5640916824341"
"2849","TNFRSF10D","13.5618324279785"
"2850","LARP1B","13.5605087280273"
"2851","TRAF7","13.5600910186768"
"2852","FHL1","13.548864364624"
"2853","MAPT-AS1","13.5468482971191"
"2854","BRD2","13.5449342727661"
"2855","MDK","13.5434513092041"
"2856","MIR7-3","13.5386924743652"
"2857","WDR5","13.537823677063"
"2858","FGF5","13.5337944030762"
"2859","MRPL46","13.5323781967163"
"2860","FOXF1","13.531457901001"
"2861","TSNAXIP1","13.5272426605225"
"2862","NAPB","13.521803855896"
"2863","BLID","13.5177993774414"
"2864","SETDB1","13.5169649124146"
"2865","GUSB","13.5166072845459"
"2866","MFAP5","13.5152130126953"
"2867","C8orf44-SGK3","13.5147657394409"
"2868","AMH","13.5079040527344"
"2869","FUBP1","13.5071363449097"
"2870","ID2","13.5051822662354"
"2871","MIR103A2","13.5012559890747"
"2872","TERF1","13.4950675964355"
"2873","KIF5B","13.4945554733276"
"2874","LMAN1L","13.4926834106445"
"2875","USP8","13.4914979934692"
"2876","ZMYND8","13.4854335784912"
"2877","PRKAA2","13.4816198348999"
"2878","OSM","13.4734449386597"
"2879","RERGL","13.4693117141724"
"2880","SLC46A3","13.4677066802979"
"2881","ALKBH5","13.466287612915"
"2882","CLDN18","13.4654808044434"
"2883","RANBP2","13.4620704650879"
"2884","RORC","13.4604444503784"
"2885","CAMKK2","13.4589996337891"
"2886","MAD2L2","13.4573040008545"
"2887","ARRB2","13.455114364624"
"2888","DNAJC21","13.4528017044067"
"2889","NCSTN","13.4522180557251"
"2890","TNFSF12","13.4513635635376"
"2891","BCAS1","13.4439516067505"
"2892","SLPI","13.4393558502197"
"2893","KHDRBS1","13.4343118667603"
"2894","TBX20","13.4301881790161"
"2895","NFATC2","13.4299602508545"
"2896","PSORS1C3","13.4293661117554"
"2897","DVL2","13.4293327331543"
"2898","PODN","13.4276914596558"
"2899","MCM3AP","13.42405128479"
"2900","POLQ","13.4201803207397"
"2901","BCL2L2","13.4188957214355"
"2902","IFNGR1","13.4149227142334"
"2903","UNC79","13.4141654968262"
"2904","SLCO1B1","13.4138221740723"
"2905","CD163","13.4110317230225"
"2906","LUADT1","13.4085569381714"
"2907","MAPK9","13.4035053253174"
"2908","SLC13A3","13.402271270752"
"2909","CBR4","13.3971757888794"
"2910","CGAS","13.3954734802246"
"2911","FOSL2","13.3922290802002"
"2912","LCIIAR","13.3911628723145"
"2913","ZSCAN2","13.3884906768799"
"2914","WTAP","13.3833847045898"
"2915","AKIP1","13.3816137313843"
"2916","ATXN8OS","13.3805837631226"
"2917","BLNK","13.3783206939697"
"2918","FAM13C","13.3774738311768"
"2919","HYOU1","13.3773040771484"
"2920","SPRY2","13.3749685287476"
"2921","PC","13.3721895217896"
"2922","EGLN3","13.3703346252441"
"2923","HIPK4","13.370246887207"
"2924","HBB","13.3700294494629"
"2925","ACRBP","13.3699817657471"
"2926","C3AR1","13.3698034286499"
"2927","CCAR1","13.3691148757935"
"2928","GCM2","13.366063117981"
"2929","CT47B1","13.3655633926392"
"2930","KL","13.3626880645752"
"2931","F5","13.3612546920776"
"2932","S100P","13.3596811294556"
"2933","LINC00304","13.356746673584"
"2934","TCERG1","13.3540649414063"
"2935","COL4A2","13.3486957550049"
"2936","EPCART","13.3484058380127"
"2937","AKR1B1","13.3443508148193"
"2938","LINC00265","13.3441104888916"
"2939","THSD7B","13.3439435958862"
"2940","GNG3","13.3433141708374"
"2941","ERRFI1","13.343147277832"
"2942","CYBB","13.3428211212158"
"2943","BCORL1","13.3423776626587"
"2944","GOLPH3","13.3410568237305"
"2945","MIR654","13.3368625640869"
"2946","SOCS2-AS1","13.3361282348633"
"2947","ABCA3","13.3350191116333"
"2948","PIK3C2A","13.3314113616943"
"2949","SAMD9L","13.3301086425781"
"2950","LRATD2","13.3273668289185"
"2951","FOXC1","13.3267593383789"
"2952","ACAP2","13.3256378173828"
"2953","FZD7","13.3154582977295"
"2954","DDB1","13.3147659301758"
"2955","MIR635","13.3114566802979"
"2956","PAPPA","13.3063526153564"
"2957","GPR26","13.3055725097656"
"2958","NTN1","13.3042154312134"
"2959","CCDC18-AS1","13.3001480102539"
"2960","NR0B1","13.2991619110107"
"2961","SLC16A3","13.2974643707275"
"2962","LGALS4","13.2974519729614"
"2963","MTLN","13.2940864562988"
"2964","WASHC5","13.2937812805176"
"2965","NFIA-AS1","13.2851619720459"
"2966","PLEKHG1","13.2840175628662"
"2967","GFI1","13.2835712432861"
"2968","GAS1","13.2786893844604"
"2969","SLC25A47","13.2767000198364"
"2970","CCR1","13.2676658630371"
"2971","FUCA1","13.2674942016602"
"2972","CRKL","13.2663049697876"
"2973","RPS10","13.2619705200195"
"2974","RPLP2","13.2619094848633"
"2975","RPL18","13.2608289718628"
"2976","EXOSC2","13.2607688903809"
"2977","RCC2-AS1","13.2604522705078"
"2978","TNFRSF10A-AS1","13.2512073516846"
"2979","DNM2","13.2502994537354"
"2980","SREBF2","13.2502546310425"
"2981","CT62","13.2458152770996"
"2982","CCDC66","13.2374029159546"
"2983","LIMD2","13.2362575531006"
"2984","PLG","13.2339725494385"
"2985","EIF2S1","13.2320337295532"
"2986","PIEZO1","13.2315502166748"
"2987","LINC01485","13.224235534668"
"2988","CRK","13.22389793396"
"2989","CCNB2","13.2217845916748"
"2990","PYCARD","13.2169790267944"
"2991","FOXO4","13.2101125717163"
"2992","ATF2","13.2061862945557"
"2993","GABPB1-AS1","13.2040100097656"
"2994","PCDHA1","13.2004585266113"
"2995","LIAT1","13.1887226104736"
"2996","RARG","13.1877765655518"
"2997","PTN","13.1839332580566"
"2998","LPP","13.1757307052612"
"2999","RPS26","13.1738424301147"
"3000","TPTEP1","13.1730947494507"
