"Rank","Gene","Relevance_score"
"787","MDM4","27.6075859069824"
"788","PDGFB","27.603687286377"
"789","NBDY","27.5989379882813"
"790","JAG1","27.5863151550293"
"791","LINC00662","27.5660018920898"
"792","MIR192","27.553295135498"
"793","HAND2-AS1","27.5532760620117"
"794","PCM1","27.5357818603516"
"795","MAPK14","27.5278549194336"
"796","CCL5","27.5256080627441"
"797","CLPTM1L","27.4994869232178"
"798","MXI1","27.4975738525391"
"799","TIMP3","27.4955577850342"
"800","HLA-A","27.4571685791016"
"801","EXT2","27.4472999572754"
"802","MILIP","27.4361934661865"
"803","BMI1","27.4135780334473"
"804","CTSB","27.3794937133789"
"805","CTCF","27.3756694793701"
"806","ITGA5","27.3730640411377"
"807","LINC00488","27.3635864257813"
"808","LOC130001603","27.3448963165283"
"809","MBD4","27.341682434082"
"810","SPINK1","27.3373012542725"
"811","ABL1","27.3297538757324"
"812","THRAP3","27.3171348571777"
"813","MIR494","27.312915802002"
"814","MIR7-3HG","27.3099689483643"
"815","FLVCR1-DT","27.3002872467041"
"816","SEC23B","27.2924976348877"
"817","BTK","27.2845115661621"
"818","RUNX3","27.2778244018555"
"819","MIR30D","27.2652473449707"
"820","PLAUR","27.2374172210693"
"821","DDR2","27.2058143615723"
"822","FLT3","27.1906127929688"
"823","PDPN","27.1794719696045"
"824","MIR370","27.1791114807129"
"825","MIR193A","27.1526165008545"
"826","DRAIC","27.1340103149414"
"827","LNC-LBCS","27.086893081665"
"828","MCC","27.077751159668"
"829","DIO3","27.0301895141602"
"830","CDX2","26.9910869598389"
"831","PAK4","26.9777946472168"
"832","NT5E","26.9628200531006"
"833","AURKB","26.9443626403809"
"834","TOP1","26.9284572601318"
"835","LINC02605","26.8946495056152"
"836","IQANK1","26.8698024749756"
"837","DUOX1","26.8155994415283"
"838","TRIM27","26.797981262207"
"839","CRP","26.7879028320313"
"840","TFF3","26.7641735076904"
"841","MAD1L1","26.7482681274414"
"842","ABCC4","26.6931343078613"
"843","ENO2","26.6607513427734"
"844","ADAMTS9-AS2","26.6441802978516"
"845","MYD88","26.6428184509277"
"846","NOTCH2","26.6294631958008"
"847","MIR128-1","26.6198425292969"
"848","FADD","26.6178970336914"
"849","RB1CC1","26.6137599945068"
"850","FBN1","26.5807189941406"
"851","TNFRSF10A","26.5770740509033"
"852","BCL6","26.5717964172363"
"853","DPP4","26.553014755249"
"854","CALR","26.5407733917236"
"855","PART1","26.5369606018066"
"856","CYP3A4","26.5261459350586"
"857","ENSG00000214797","26.5156955718994"
"858","MIRLET7F1","26.4859771728516"
"859","RPS6KB1","26.4818115234375"
"860","LOC130004273","26.4763507843018"
"861","NFKB2","26.47434425354"
"862","EPHA2","26.4475269317627"
"863","TRIP6","26.414363861084"
"864","LHX4","26.4121341705322"
"865","ATP1A1-AS1","26.3820381164551"
"866","IFNA1","26.3707389831543"
"867","MIR144","26.3706169128418"
"868","HDAC9","26.3653354644775"
"869","TSPAN31","26.342845916748"
"870","ODC1","26.3374633789063"
"871","ID1","26.3365669250488"
"872","JAK3","26.3268566131592"
"873","CD8A","26.3033409118652"
"874","LRBA","26.3018074035645"
"875","HNF1A-AS1","26.2892169952393"
"876","FASN","26.2754783630371"
"877","MIR361","26.2708683013916"
"878","LHX3","26.2704315185547"
"879","MC1R","26.2676677703857"
"880","GLI2","26.2556953430176"
"881","NOTCH3","26.2531089782715"
"882","SLC67A1","26.2356567382813"
"883","H2AX","26.2248458862305"
"884","LEF1","26.2211017608643"
"885","MUC6","26.2187404632568"
"886","TET2","26.2151775360107"
"887","TSG101","26.1729946136475"
"888","AHR","26.1621780395508"
"889","MIR206","26.1594715118408"
"890","ZEB2-AS1","26.1541576385498"
"891","MAPK10","26.1327381134033"
"892","MIR24-2","26.1316299438477"
"893","WNT5A","26.094612121582"
"894","LOC107303338","26.0843048095703"
"895","CYCS","26.0712127685547"
"896","SPRY4-IT1","26.0485610961914"
"897","HAGLROS","26.0378189086914"
"898","PTPRJ","26.0355968475342"
"899","SYP","26.0217800140381"
"900","SMARCA5","26.0047416687012"
"901","AIRE","25.9875965118408"
"902","IL17A","25.9671669006348"
"903","BCL2L11","25.9362888336182"
"904","CYP1B1","25.934642791748"
"905","DAPK1","25.9212837219238"
"906","EPHB4","25.8651752471924"
"907","MIR107","25.8596305847168"
"908","ERC1","25.8581485748291"
"909","SHBG","25.8165130615234"
"910","SRD5A2","25.8129844665527"
"911","GSTM3","25.8051357269287"
"912","THBS1","25.7947940826416"
"913","HCG11","25.7926540374756"
"914","GFRA1","25.7775897979736"
"915","HMGB1","25.7644500732422"
"916","BAD","25.7538375854492"
"917","ABCC6P1","25.7488079071045"
"918","LINC00210","25.7471389770508"
"919","LOC129933707","25.7464542388916"
"920","PRKCD","25.744815826416"
"921","ELAVL1","25.7405242919922"
"922","DPYD","25.7363338470459"
"923","BAK1","25.722599029541"
"924","BGLT3","25.6919860839844"
"925","HDAC4","25.681583404541"
"926","TBX3","25.6781845092773"
"927","LINC00467","25.6713619232178"
"928","CDC25A","25.6638145446777"
"929","LMOD1","25.6520957946777"
"930","MIR212","25.6458625793457"
"931","CP","25.6100654602051"
"932","SMARCA2","25.5618457794189"
"933","BMP7","25.5604515075684"
"934","BECN1","25.5602340698242"
"935","STAT5A","25.5552883148193"
"936","ACTB","25.554801940918"
"937","SKP2","25.5498237609863"
"938","TRIP4","25.5394992828369"
"939","ATG5","25.5254421234131"
"940","GPER1","25.5075149536133"
"941","GNAS-AS1","25.497917175293"
"942","NCOA2","25.47802734375"
"943","APOB","25.4724445343018"
"944","PLK1","25.4512233734131"
"945","CDH23","25.4280815124512"
"946","MIR542","25.418643951416"
"947","MIR339","25.3939838409424"
"948","GH1","25.3501224517822"
"949","FOXP1","25.3254680633545"
"950","MIR32","25.2867889404297"
"951","RUNX2","25.2807731628418"
"952","KAT7","25.2538547515869"
"953","LGALS1","25.2270126342773"
"954","BMP2","25.2021369934082"
"955","TIMP2","25.1905746459961"
"956","ATP7B","25.1686401367188"
"957","PPP2R1A","25.1596069335938"
"958","MPO","25.1559028625488"
"959","MIR181A2","25.1557235717773"
"960","GDF15","25.1523971557617"
"961","GNB1","25.1455554962158"
"962","GLI3","25.1382598876953"
"963","MAP3K8","25.1092586517334"
"964","TGFB2","25.1063461303711"
"965","CTSD","25.1058731079102"
"966","IRS1","25.1010818481445"
"967","SLC7A5","25.0987129211426"
"968","STAT6","25.0883407592773"
"969","ABCA1","25.0573654174805"
"970","PLAT","25.0403594970703"
"971","ZNF276","25.0374031066895"
"972","BRMS1","25.0239791870117"
"973","MIR181C","24.9934616088867"
"974","MIR155HG","24.9909706115723"
"975","MIR342","24.9818649291992"
"976","CATIP-AS1","24.9782371520996"
"977","NKILA","24.9718151092529"
"978","HFE","24.9711570739746"
"979","EGR1","24.8939990997314"
"980","CKS1B","24.8726863861084"
"981","DDIT3","24.8653678894043"
"982","CSF3","24.8586502075195"
"983","RUNDC3A-AS1","24.8544578552246"
"984","XRCC5","24.8370780944824"
"985","TCF3","24.8300170898438"
"986","SULT1A1","24.829231262207"
"987","ZFAT","24.8224124908447"
"988","EWSR1","24.8028621673584"
"989","PTTG1","24.8009910583496"
"990","SNHG4","24.8007869720459"
"991","ITGA2","24.7690105438232"
"992","MIR193B","24.7620239257813"
"993","GAPDH","24.7571296691895"
"994","GRB2","24.7513866424561"
"995","CYP2A6","24.7479000091553"
"996","SLC19A1","24.7406444549561"
"997","GHRL","24.7383975982666"
"998","LINC00473","24.7375583648682"
"999","LINC01311","24.7067909240723"
"1000","ZFHX3","24.6986198425293"
"1001","COL1A1","24.6923522949219"
"1002","IGF2R","24.6866970062256"
"1003","PCLAF","24.6722373962402"
"1004","MAPK8","24.6563911437988"
"1005","CA9","24.6433868408203"
"1006","CEP128","24.636209487915"
"1007","CTAG2","24.5941772460938"
"1008","IGF2-AS","24.5638904571533"
"1009","DDX11-AS1","24.5598621368408"
"1010","TYMP","24.5585613250732"
"1011","MIR22HG","24.541971206665"
"1012","MIR483","24.5067119598389"
"1013","ROBO1","24.4862003326416"
"1014","CCN2","24.4820022583008"
"1015","ADNP","24.4794082641602"
"1016","PDCD1LG2","24.4535865783691"
"1017","LEF1-AS1","24.4383945465088"
"1018","PRF1","24.4032459259033"
"1019","CTNND1","24.3959655761719"
"1020","ADA","24.3847770690918"
"1021","MIR26A1","24.344898223877"
"1022","PRKACA","24.3398284912109"
"1023","SQSTM1","24.3344039916992"
"1024","IKBKB","24.3320274353027"
"1025","TNFAIP3","24.3237628936768"
"1026","GIHCG","24.3156719207764"
"1027","MISFA","24.3053951263428"
"1028","DKK1","24.2846355438232"
"1029","FENDRR","24.2797889709473"
"1030","TRRAP","24.2688884735107"
"1031","PTCSC2","24.2668170928955"
"1032","GAST","24.2380332946777"
"1033","IGF2BP3","24.2294521331787"
"1034","RIPK1","24.2287750244141"
"1035","MIR100HG","24.2273807525635"
"1036","CSF1","24.1716651916504"
"1037","NR4A1","24.1355857849121"
"1038","CSF1R","24.1071739196777"
"1039","SCHLAP1","24.0873565673828"
"1040","MBNL1-AS1","24.0865745544434"
"1041","POU5F1","24.0753536224365"
"1042","ACVR1B","24.0695343017578"
"1043","DSCAM-AS1","24.0675811767578"
"1044","MUC5AC","24.0673580169678"
"1045","MAPK8IP1P2","24.0639343261719"
"1046","EPIC1","24.0574913024902"
"1047","EIF2AK3","24.0558681488037"
"1048","DDR1","24.043270111084"
"1049","CCNA2","24.038013458252"
"1050","EGFEM1P","24.0355262756348"
"1051","HMGA1","24.0340404510498"
"1052","STAG2","24.0324878692627"
"1053","CXCR3","24.0247383117676"
"1054","POSTN","24.0121116638184"
"1055","ALDH2","24.005687713623"
"1056","PTCH2","23.9976272583008"
"1057","NR3C1","23.9737281799316"
"1058","MIR132","23.9589385986328"
"1059","MIR574","23.9467620849609"
"1060","SPARC","23.9409980773926"
"1061","LINC00858","23.9326553344727"
"1062","CBS","23.9264011383057"
"1063","MIR30B","23.9261436462402"
"1064","EPAS1","23.9116840362549"
"1065","MIR95","23.9087963104248"
"1066","SNHG11","23.8983631134033"
"1067","TNFRSF8","23.8973789215088"
"1068","MIR202","23.8744792938232"
"1069","NEK9","23.8633918762207"
"1070","CD36","23.8617115020752"
"1071","NCOA6","23.8531875610352"
"1072","ADAM17","23.8523731231689"
"1073","KDM3A","23.841983795166"
"1074","NMTC3","23.8154144287109"
"1075","ETV4","23.8110198974609"
"1076","TINF2","23.8007297515869"
"1077","KDM4B","23.786693572998"
"1078","UBE2C","23.7779636383057"
"1079","AREG","23.7445621490479"
"1080","EXT1","23.7330856323242"
"1081","ACD","23.7194118499756"
"1082","RHPN1-AS1","23.7130603790283"
"1083","CCEPR","23.7029685974121"
"1084","COMT","23.6978073120117"
"1085","S100B","23.6898880004883"
"1086","JUP","23.6875534057617"
"1087","CERNA3","23.6697387695313"
"1088","CYLD","23.66579246521"
"1089","GRP","23.662353515625"
"1090","MAGEA3","23.6621875762939"
"1091","MIR130B","23.6468124389648"
"1092","MAGI2-AS3","23.6352672576904"
"1093","MIR92A1","23.634464263916"
"1094","FGF3","23.6262378692627"
"1095","ABCC2","23.6240253448486"
"1096","IL18","23.6186580657959"
"1097","LOC126860438","23.6161231994629"
"1098","SSTR2","23.6059341430664"
"1099","GC","23.6031913757324"
"1100","DKC1","23.5935573577881"
"1101","PTK6","23.5915336608887"
"1102","SOCS3","23.5245780944824"
"1103","CSF2","23.5052604675293"
"1104","MIRLET7A3","23.5001697540283"
"1105","IRS4","23.4680004119873"
"1106","TNFRSF1A","23.467887878418"
"1107","CHD1","23.4314746856689"
"1108","ABCC6","23.4261360168457"
"1109","PRSS1","23.4255962371826"
"1110","GEN1","23.4243545532227"
"1111","CD80","23.4214973449707"
"1112","PDPK1","23.4106884002686"
"1113","PLA2G2A","23.3957614898682"
"1114","RAC1","23.3865375518799"
"1115","GPX3","23.3752288818359"
"1116","SLC5A8","23.3385124206543"
"1117","PCSK9","23.3280448913574"
"1118","LINC00607","23.3237419128418"
"1119","ACTA2-AS1","23.3071422576904"
"1120","TNFSF11","23.2943897247314"
"1121","LDHA","23.264102935791"
"1122","COL3A1","23.2500705718994"
"1123","B2M","23.2436962127686"
"1124","PTENP1","23.2414989471436"
"1125","MIR181D","23.2391510009766"
"1126","CTBP1-DT","23.2308349609375"
"1127","RBBP8","23.2195625305176"
"1128","PPARA","23.2043056488037"
"1129","THORLNC","23.2038974761963"
"1130","MME","23.1633033752441"
"1131","NKX3-1","23.1452751159668"
"1132","MUC4","23.1349277496338"
"1133","BSG","23.1255474090576"
"1134","PTK2B","23.102108001709"
"1135","YBX1","23.0852680206299"
"1136","VEGFD","23.0643005371094"
"1137","SERPINB5","23.061990737915"
"1138","SSTR1","23.0588932037354"
"1139","CDC25C","23.0560131072998"
"1140","CD28","23.0296859741211"
"1141","PML","23.0252532958984"
"1142","PAX5","22.9893054962158"
"1143","HEIH","22.9857902526855"
"1144","NEK2","22.9773998260498"
"1145","GFRA3","22.9701862335205"
"1146","GACAT1","22.9683837890625"
"1147","LINC00518","22.9546375274658"
"1148","MIR9-2HG","22.9499988555908"
"1149","CCR7","22.9469032287598"
"1150","PPARD","22.9252166748047"
"1151","CD70","22.924373626709"
"1152","CDC6","22.9222049713135"
"1153","ITGB3","22.9048023223877"
"1154","FOXA2","22.8739051818848"
"1155","PPARGC1A","22.8396377563477"
"1156","MT-CO1","22.8348159790039"
"1157","YY1","22.8177547454834"
"1158","NOS2","22.7706909179688"
"1159","DUOXA1","22.7679824829102"
"1160","TFRC","22.7437210083008"
"1161","FGF7","22.7426738739014"
"1162","PCAT18","22.7409687042236"
"1163","KLF5","22.7304534912109"
"1164","SH2B3","22.7269763946533"
"1165","PSMA3-AS1","22.7083988189697"
"1166","CASC21","22.7063770294189"
"1167","PLCG1","22.6884346008301"
"1168","CD24","22.6748886108398"
"1169","LINC00857","22.6651935577393"
"1170","MTDH","22.6374435424805"
"1171","NSD2","22.6318664550781"
"1172","MIR345","22.6137657165527"
"1173","MIR498","22.6103973388672"
"1174","ICOS","22.6096572875977"
"1175","MIR425","22.602518081665"
"1176","AFP","22.595064163208"
"1177","CLDN1","22.5578384399414"
"1178","MTR","22.554220199585"
"1179","PELP1","22.5493392944336"
"1180","VIM-AS1","22.5257129669189"
"1181","TCF4","22.5190620422363"
"1182","FGF10","22.4667530059814"
"1183","DLL1","22.4651298522949"
"1184","PSMB8","22.457332611084"
"1185","TDRG1","22.428150177002"
"1186","CYP27B1","22.4060726165771"
"1187","KITLG","22.3965702056885"
"1188","CTSL","22.3869323730469"
"1189","LINC01116","22.3732852935791"
"1190","TGFBR3","22.3721332550049"
"1191","CD46","22.3675479888916"
"1192","CLU","22.3613109588623"
"1193","RABL3","22.3571643829346"
"1194","FLNA","22.3515892028809"
"1195","MIR503","22.3509559631348"
"1196","MIR129-1","22.3467044830322"
"1197","KRT18","22.3257904052734"
"1198","SLTM","22.2857303619385"
"1199","SCARNA5","22.2816295623779"
"1200","CD86","22.2699737548828"
"1201","IDO1","22.2666358947754"
"1202","XBP1","22.250057220459"
"1203","LINC00205","22.2449378967285"
"1204","CARMN","22.2063522338867"
"1205","GNRH1","22.2053070068359"
"1206","IRS2","22.1701908111572"
"1207","SPEN","22.1520576477051"
"1208","EIF4EBP1","22.1505718231201"
"1209","ZKSCAN1","22.1492786407471"
"1210","GJA1","22.1208076477051"
"1211","IL33","22.1143398284912"
"1212","HMOX1","22.1140956878662"
"1213","LEPR","22.1053314208984"
"1214","MIR302C","22.0983753204346"
"1215","MIR17HG","22.0964450836182"
"1216","APOE","22.0890331268311"
"1217","MSMB","22.0763549804688"
"1218","JPX","22.0693130493164"
"1219","RAG2","22.0663528442383"
"1220","MELK","22.065637588501"
"1221","ASB16-AS1","22.0641288757324"
"1222","EXO1","22.0619792938232"
"1223","FLNB","22.0351943969727"
"1224","CXCL1","22.0213832855225"
"1225","FAT4","21.9887218475342"
"1226","PARD3","21.985143661499"
"1227","TCF7","21.9832630157471"
"1228","HDAC2","21.9810657501221"
"1229","GHR","21.9785232543945"
"1230","MIR374A","21.9643592834473"
"1231","LCN2","21.9559707641602"
"1232","HSPA4","21.943058013916"
"1233","ELANE","21.9368457794189"
"1234","TNFRSF11B","21.9268379211426"
"1235","IGSF1","21.9062213897705"
"1236","MIR135B","21.8940277099609"
"1237","CADM1","21.8743343353271"
"1238","XRCC4","21.8635864257813"
"1239","TYK2","21.8524703979492"
"1240","SF3B1","21.8501605987549"
"1241","FAP","21.8482093811035"
"1242","EFNA1","21.8296356201172"
"1243","BBOX1-AS1","21.8161087036133"
"1244","CD79A","21.812671661377"
"1245","SNHG10","21.7988166809082"
"1246","TUBB3","21.7840766906738"
"1247","MIR486-1","21.7778129577637"
"1248","TRPM2-AS","21.7647895812988"
"1249","YTHDC2","21.7530269622803"
"1250","RTEL1","21.7337074279785"
"1251","HAVCR2","21.7256355285645"
"1252","MIR148B","21.7178440093994"
"1253","KLRK1","21.7176723480225"
"1254","SMARCC2","21.6792316436768"
"1255","TP53BP1","21.6679344177246"
"1256","TPT1-AS1","21.6636219024658"
"1257","PKHD1","21.6343688964844"
"1258","PAK1","21.6272926330566"
"1259","PTPRD","21.6183319091797"
"1260","FBXO11","21.6175422668457"
"1261","CHGB","21.6166553497314"
"1262","GADD45A","21.6053409576416"
"1263","ELFN1-AS1","21.5962390899658"
"1264","MAP1LC3A","21.5874671936035"
"1265","WWTR1","21.5751342773438"
"1266","PDCD4","21.5673294067383"
"1267","STK4","21.5313892364502"
"1268","MYB","21.5268821716309"
"1269","BID","21.521598815918"
"1270","ASCL1","21.5127716064453"
"1271","MCM2","21.5016918182373"
"1272","KRT8","21.4997749328613"
"1273","EBAG9","21.4921436309814"
"1274","TRIM28","21.4802837371826"
"1275","HDAC6","21.465690612793"
"1276","ITGAV","21.4578437805176"
"1277","EXOC2","21.4524841308594"
"1278","SRA1","21.4254550933838"
"1279","ADAMTS9-AS1","21.4084548950195"
"1280","ADAM12","21.4047584533691"
"1281","PTGS1","21.4007148742676"
"1282","RHOBTB2","21.3979473114014"
"1283","MIR532","21.3920879364014"
"1284","ING1","21.3871784210205"
"1285","TTF1","21.3772735595703"
"1286","GOLGA5","21.3747940063477"
"1287","CD4","21.3446846008301"
"1288","USP48","21.3342266082764"
"1289","MIR124-3","21.3302192687988"
"1290","RRAS2","21.3275279998779"
"1291","MIR331","21.3194351196289"
"1292","LIFR","21.3069934844971"
"1293","CAGE1","21.3051414489746"
"1294","LINC01194","21.2870578765869"
"1295","SBDS","21.2869758605957"
"1296","HMGCR","21.2678833007813"
"1297","UFC1","21.2512378692627"
"1298","MXRA5","21.2483863830566"
"1299","UBAP2","21.2395782470703"
"1300","RRM1","21.2352409362793"
"1301","ILF3-DT","21.2298488616943"
"1302","SKIL","21.2280712127686"
"1303","NBAT1","21.2276210784912"
"1304","KRT5","21.2188739776611"
"1305","CYP1A2","21.2063083648682"
"1306","PLCG2","21.2005767822266"
"1307","PHB2","21.1943206787109"
"1308","LIF","21.173791885376"
"1309","CLDN7","21.1650657653809"
"1310","F3","21.1565818786621"
"1311","LOC106736614","21.1539325714111"
"1312","MIR377","21.1233310699463"
"1313","PROX1","21.1212997436523"
"1314","COL7A1","21.1198062896729"
"1315","SUZ12","21.1190719604492"
"1316","RHEB","21.1087493896484"
"1317","RAD54B","21.0968360900879"
"1318","PON1","21.0763721466064"
"1319","DCST1-AS1","21.074779510498"
"1320","PCBP2-OT1","21.061185836792"
"1321","RUBCNL","21.0564937591553"
"1322","ITGA6","21.0514659881592"
"1323","SNHG9","21.047737121582"
"1324","NR2F2-AS1","21.0351104736328"
"1325","U2AF1","21.0329055786133"
"1326","IL6R","21.0219707489014"
"1327","MRTFA","21.016019821167"
"1328","BGLAP","21.0067176818848"
"1329","MIR136","21.0051136016846"
"1330","CASP7","20.9955749511719"
"1331","CD276","20.9875030517578"
"1332","APP","20.9867515563965"
"1333","HOXB-AS3","20.9866333007813"
"1334","MMP13","20.9850559234619"
"1335","ELF3-AS1","20.9720554351807"
"1336","IFI27","20.9653511047363"
"1337","SLCO1C1","20.9601020812988"
"1338","DUXAP9","20.9580898284912"
"1339","TRIP10","20.9484901428223"
"1340","NRP1","20.9360485076904"
"1341","GATA1","20.9246864318848"
"1342","DIABLO","20.9107704162598"
"1343","TEK","20.9002647399902"
"1344","IL6ST","20.8870544433594"
"1345","LAMA5","20.8842124938965"
"1346","IRAK4","20.882999420166"
"1347","APOA1","20.8814735412598"
"1348","CTSK","20.859504699707"
"1349","E2F3","20.8586273193359"
"1350","MIR33A","20.8533802032471"
"1351","ID3","20.8485374450684"
"1352","CD34","20.8459873199463"
"1353","ADAM9","20.8413867950439"
"1354","MIR491","20.8286800384521"
"1355","HBEGF","20.8213672637939"
"1356","GATA6","20.8181591033936"
"1357","CDC27","20.8124809265137"
"1358","PCSEAT","20.8069934844971"
"1359","PCHILR","20.8055019378662"
"1360","GDNF","20.7974739074707"
"1361","ARAF","20.7822551727295"
"1362","PBX1","20.7775688171387"
"1363","KTN1-AS1","20.7515068054199"
"1364","SOX21-AS1","20.7294826507568"
"1365","NFATC1","20.7286109924316"
"1366","MSLN","20.7274856567383"
"1367","IL13","20.7054615020752"
"1368","CIITA","20.6930904388428"
"1369","LOC110806263","20.6898555755615"
"1370","NQO2","20.6799049377441"
"1371","MALT1","20.6382827758789"
"1372","IL15","20.6359825134277"
"1373","OTX2","20.6230850219727"
"1374","PSG2","20.6176300048828"
"1375","TBX1","20.6162490844727"
"1376","FANCB","20.614221572876"
"1377","MSC-AS1","20.6031036376953"
"1378","TLR9","20.5982322692871"
"1379","BLTP2","20.5749950408936"
"1380","MMP3","20.574836730957"
"1381","FBXL19-AS1","20.5707550048828"
"1382","VEGFB","20.5576667785645"
"1383","CCDST","20.5515193939209"
"1384","INHBA","20.5494766235352"
"1385","YWHAE","20.5471019744873"
"1386","G6PD","20.5374965667725"
"1387","PIM1","20.5312633514404"
"1388","MIR138-1","20.5278968811035"
"1389","KISS1","20.506462097168"
"1390","SCUBE3","20.5031051635742"
"1391","CUL1","20.4919586181641"
"1392","LINC00472","20.4821491241455"
"1393","EPHA3","20.4792499542236"
"1394","MIR184","20.4792041778564"
"1395","ARID1B","20.4626388549805"
"1396","MIR503HG","20.461763381958"
"1397","PRKAA1","20.4605007171631"
"1398","TACSTD2","20.4543190002441"
"1399","ANXA1","20.4484825134277"
"1400","STUB1","20.445821762085"
"1401","FSCN1","20.4443702697754"
"1402","HOXA5","20.4321479797363"
"1403","BIRC2","20.4282550811768"
"1404","AKAP9","20.4206390380859"
"1405","RAD52","20.418514251709"
"1406","LINC00115","20.4113998413086"
"1407","FTO","20.4023380279541"
"1408","CEACAM3","20.4022312164307"
"1409","USF3","20.3988056182861"
"1410","MMP11","20.3858108520508"
"1411","EOLA1-DT","20.3760738372803"
"1412","PCAT14","20.371280670166"
"1413","FUS","20.3614368438721"
"1414","MUC2","20.3545780181885"
"1415","CYP2D6","20.3517894744873"
"1416","HIC1","20.3476142883301"
"1417","LATS1","20.3352851867676"
"1418","PTPN22","20.3257369995117"
"1419","CD55","20.3253440856934"
"1420","CYP2E1","20.3113212585449"
"1421","ACVR2A","20.3079872131348"
"1422","MIR663A","20.2968883514404"
"1423","TRB","20.287239074707"
"1424","IKZF1","20.2619361877441"
"1425","CRYM","20.2575397491455"
"1426","USP7","20.248851776123"
"1427","ANGPT2","20.1989555358887"
"1428","IL3","20.1825008392334"
"1429","USP28","20.1766891479492"
"1430","GJB2","20.1380176544189"
"1431","DSCR8","20.1364917755127"
"1432","HNF4A","20.1321067810059"
"1433","STMN1","20.1223163604736"
"1434","FANCD2OS","20.1201820373535"
"1435","EPOR","20.1173934936523"
"1436","TPX2","20.1100578308105"
"1437","SLCO4A1-AS1","20.0953197479248"
"1438","HNRNPK","20.0937385559082"
"1439","SOD1","20.0739688873291"
"1440","TF","20.0630378723145"
"1441","ANXA5","20.0564632415771"
"1442","CBFB","20.0514183044434"
"1443","MT-TT","20.0447063446045"
"1444","ANGPT1","20.0304374694824"
"1445","ZNF224","20.0283699035645"
"1446","LCK","20.0235385894775"
"1447","IL2RB","20.0189590454102"
"1448","MIR381","20.0063743591309"
"1449","MIR301A","20.0053443908691"
"1450","TGIF1","20.0033931732178"
"1451","MIR210HG","20.0017471313477"
"1452","HOXA-AS3","19.9926128387451"
"1453","HSPD1","19.9865646362305"
"1454","ZFR","19.9858169555664"
"1455","PSMA3","19.972282409668"
"1456","PDK1","19.9563312530518"
"1457","CDH3","19.9545860290527"
"1458","PRC1","19.9539108276367"
"1459","EML4","19.9510345458984"
"1460","MAGI2","19.9410037994385"
"1461","VPS9D1-AS1","19.9369792938232"
"1462","SERPINA1","19.9361801147461"
"1463","EZR","19.9337329864502"
"1464","NCK1-DT","19.9323921203613"
"1465","CHUK","19.9254188537598"
"1466","XPO1","19.9193210601807"
"1467","CCKBR","19.9186782836914"
"1468","OXA1L","19.9163818359375"
"1469","GLIS3","19.915657043457"
"1470","CCK","19.9103965759277"
"1471","ZNF462","19.8920288085938"
"1472","LINC00922","19.8903369903564"
"1473","TFE3","19.8902816772461"
"1474","KCNH2","19.8877544403076"
"1475","LAG3","19.8757514953613"
"1476","MYLK","19.8715763092041"
"1477","SOCAR","19.8668270111084"
"1478","PCBP1-AS1","19.8591899871826"
"1479","NOTCH4","19.8579692840576"
"1480","TP53TG1","19.8502655029297"
"1481","HAS2","19.8456325531006"
"1482","MIR190A","19.8390254974365"
"1483","RREB1","19.832706451416"
"1484","DOCK1","19.8296241760254"
"1485","IFNA2","19.8094863891602"
"1486","TRAF3","19.8035926818848"
"1487","MYH9","19.777811050415"
"1488","TMEM238L","19.7711544036865"
"1489","MIR125B2","19.767484664917"
"1490","PDGFRL","19.7663345336914"
"1491","IGFBP2","19.7497711181641"
"1492","RAG1","19.7465782165527"
"1493","CXCR2","19.7303218841553"
"1494","ACP5","19.7220764160156"
"1495","LRP6","19.7210521697998"
"1496","MAF","19.7089786529541"
"1497","MIR137","19.7000217437744"
"1498","MIR196A1","19.6915035247803"
"1499","SLC7A11","19.6834716796875"
"1500","CUBN","19.6833171844482"
"1501","MIR134","19.673791885376"
"1502","NANOG","19.659107208252"
"1503","MAML1","19.637622833252"
"1504","FGF4","19.6201572418213"
"1505","TNFRSF11A","19.6163806915283"
"1506","ACACA","19.6157341003418"
"1507","PREX2","19.5886363983154"
"1508","HELZ","19.5883884429932"
"1509","FRGCA","19.5573120117188"
"1510","ROCK1","19.5508594512939"
"1511","CARD11","19.5482997894287"
"1512","TIAM1","19.5415954589844"
"1513","KIF4A","19.5385475158691"
"1514","CEBPB","19.5315475463867"
"1515","RASAL2","19.5260066986084"
"1516","RPSA","19.5010528564453"
"1517","UVRAG","19.4923400878906"
"1518","PXDN","19.490348815918"
"1519","PDE4D","19.4858226776123"
"1520","SYK","19.4846515655518"
"1521","CUL4B","19.4715137481689"
"1522","LOC126806104","19.451452255249"
"1523","CDC42","19.4502754211426"
"1524","UIMC1","19.4430980682373"
"1525","PECAM1","19.4378852844238"
"1526","SCIRT","19.4377937316895"
"1527","LYN","19.4149150848389"
"1528","SOX11","19.4106311798096"
"1529","CACNA1G-AS1","19.4082336425781"
"1530","E2F2","19.4078540802002"
"1531","TFDP1","19.3978843688965"
"1532","ACTC1","19.3898677825928"
"1533","MIR99AHG","19.3843097686768"
"1534","PGF","19.3838596343994"
"1535","ATRIP","19.3815422058105"
"1536","RAD21","19.3774108886719"
"1537","KAT5","19.376033782959"
"1538","DDX5","19.3729934692383"
"1539","MIR378A","19.36794090271"
"1540","GRWD1","19.3595962524414"
"1541","ETV1","19.3483180999756"
"1542","LINC00504","19.3394393920898"
"1543","CD59","19.3311939239502"
